date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,helium_flux m^-2sr^-1s^-1GV^-1,SEPorNODATA
2011-06-09,5.37,5.9,16.2,OBSERVED
2011-06-09,5.9,6.47,13.29,OBSERVED
2011-06-09,6.47,7.09,10.85,OBSERVED
2011-06-09,7.09,7.76,8.752,OBSERVED
2011-06-09,7.76,8.48,7.331,OBSERVED
2011-06-09,8.48,9.26,5.95,OBSERVED
2011-06-09,9.26,10.1,4.823,OBSERVED
2011-06-09,10.1,11.0,3.939,OBSERVED
2011-06-09,11.0,13.0,2.84,OBSERVED
2011-06-09,13.0,16.6,1.738,OBSERVED
2011-06-09,16.6,22.8,0.8651,OBSERVED
2011-06-09,22.8,33.5,0.3444,OBSERVED
2011-06-09,33.5,48.5,0.1216,OBSERVED
2011-06-09,48.5,69.7,0.04605,OBSERVED
2011-06-09,69.7,100.0,0.01735,OBSERVED
2011-06-10,1.71,1.92,74.76,OBSERVED
2011-06-10,1.92,2.15,69.99,OBSERVED
2011-06-10,2.15,2.4,63.13,OBSERVED
2011-06-10,2.4,2.67,58.2,OBSERVED
2011-06-10,2.67,2.97,51.65,OBSERVED
2011-06-10,2.97,3.29,45.0,OBSERVED
2011-06-10,3.29,3.64,38.65,OBSERVED
2011-06-10,3.64,4.02,32.68,OBSERVED
2011-06-10,4.02,4.43,27.36,OBSERVED
2011-06-10,4.43,4.88,23.1,OBSERVED
2011-06-10,4.88,5.37,18.99,OBSERVED
2011-06-10,5.37,5.9,15.75,OBSERVED
2011-06-10,5.9,6.47,13.05,OBSERVED
2011-06-10,6.47,7.09,10.82,OBSERVED
2011-06-10,7.09,7.76,8.597,OBSERVED
2011-06-10,7.76,8.48,7.001,OBSERVED
2011-06-10,8.48,9.26,5.741,OBSERVED
2011-06-10,9.26,10.1,4.718,OBSERVED
2011-06-10,10.1,11.0,3.859,OBSERVED
2011-06-10,11.0,13.0,2.825,OBSERVED
2011-06-10,13.0,16.6,1.678,OBSERVED
2011-06-10,16.6,22.8,0.8326,OBSERVED
2011-06-10,22.8,33.5,0.3333,OBSERVED
2011-06-10,33.5,48.5,0.1214,OBSERVED
2011-06-10,48.5,69.7,0.0461,OBSERVED
2011-06-10,69.7,100.0,0.01644,OBSERVED
2011-06-11,1.71,1.92,73.64,OBSERVED
2011-06-11,1.92,2.15,68.69,OBSERVED
2011-06-11,2.15,2.4,63.2,OBSERVED
2011-06-11,2.4,2.67,54.31,OBSERVED
2011-06-11,2.67,2.97,48.37,OBSERVED
2011-06-11,2.97,3.29,41.95,OBSERVED
2011-06-11,3.29,3.64,35.94,OBSERVED
2011-06-11,3.64,4.02,31.35,OBSERVED
2011-06-11,4.02,4.43,27.32,OBSERVED
2011-06-11,4.43,4.88,22.49,OBSERVED
2011-06-11,4.88,5.37,18.57,OBSERVED
2011-06-11,5.37,5.9,15.69,OBSERVED
2011-06-11,5.9,6.47,12.82,OBSERVED
2011-06-11,6.47,7.09,10.54,OBSERVED
2011-06-11,7.09,7.76,8.609,OBSERVED
2011-06-11,7.76,8.48,6.985,OBSERVED
2011-06-11,8.48,9.26,5.728,OBSERVED
2011-06-11,9.26,10.1,4.696,OBSERVED
2011-06-11,10.1,11.0,3.892,OBSERVED
2011-06-11,11.0,13.0,2.851,OBSERVED
2011-06-11,13.0,16.6,1.699,OBSERVED
2011-06-11,16.6,22.8,0.8148,OBSERVED
2011-06-11,22.8,33.5,0.3327,OBSERVED
2011-06-11,33.5,48.5,0.1237,OBSERVED
2011-06-11,48.5,69.7,0.04378,OBSERVED
2011-06-11,69.7,100.0,0.01636,OBSERVED
2011-06-12,1.71,1.92,79.96,OBSERVED
2011-06-12,1.92,2.15,74.32,OBSERVED
2011-06-12,2.15,2.4,67.52,OBSERVED
2011-06-12,2.4,2.67,58.92,OBSERVED
2011-06-12,2.67,2.97,52.02,OBSERVED
2011-06-12,2.97,3.29,46.15,OBSERVED
2011-06-12,3.29,3.64,39.28,OBSERVED
2011-06-12,3.64,4.02,32.64,OBSERVED
2011-06-12,4.02,4.43,28.12,OBSERVED
2011-06-12,4.43,4.88,23.25,OBSERVED
2011-06-12,4.88,5.37,19.59,OBSERVED
2011-06-12,5.37,5.9,16.16,OBSERVED
2011-06-12,5.9,6.47,12.95,OBSERVED
2011-06-12,6.47,7.09,10.7,OBSERVED
2011-06-12,7.09,7.76,8.774,OBSERVED
2011-06-12,7.76,8.48,7.091,OBSERVED
2011-06-12,8.48,9.26,5.892,OBSERVED
2011-06-12,9.26,10.1,4.785,OBSERVED
2011-06-12,10.1,11.0,4.021,OBSERVED
2011-06-12,11.0,13.0,2.861,OBSERVED
2011-06-12,13.0,16.6,1.71,OBSERVED
2011-06-12,16.6,22.8,0.849,OBSERVED
2011-06-12,22.8,33.5,0.337,OBSERVED
2011-06-12,33.5,48.5,0.1223,OBSERVED
2011-06-12,48.5,69.7,0.04633,OBSERVED
2011-06-12,69.7,100.0,0.01642,OBSERVED
2011-06-13,1.71,1.92,79.96,OBSERVED
2011-06-13,1.92,2.15,72.99,OBSERVED
2011-06-13,2.15,2.4,67.68,OBSERVED
2011-06-13,2.4,2.67,59.47,OBSERVED
2011-06-13,2.67,2.97,53.47,OBSERVED
2011-06-13,2.97,3.29,47.17,OBSERVED
2011-06-13,3.29,3.64,40.81,OBSERVED
2011-06-13,3.64,4.02,34.14,OBSERVED
2011-06-13,4.02,4.43,28.49,OBSERVED
2011-06-13,4.43,4.88,24.02,OBSERVED
2011-06-13,4.88,5.37,19.64,OBSERVED
2011-06-13,5.37,5.9,16.14,OBSERVED
2011-06-13,5.9,6.47,13.45,OBSERVED
2011-06-13,6.47,7.09,10.7,OBSERVED
2011-06-13,7.09,7.76,8.89,OBSERVED
2011-06-13,7.76,8.48,7.331,OBSERVED
2011-06-13,8.48,9.26,5.932,OBSERVED
2011-06-13,9.26,10.1,4.777,OBSERVED
2011-06-13,10.1,11.0,3.892,OBSERVED
2011-06-13,11.0,13.0,2.91,OBSERVED
2011-06-13,13.0,16.6,1.737,OBSERVED
2011-06-13,16.6,22.8,0.8428,OBSERVED
2011-06-13,22.8,33.5,0.3383,OBSERVED
2011-06-13,33.5,48.5,0.1252,OBSERVED
2011-06-13,48.5,69.7,0.04633,OBSERVED
2011-06-13,69.7,100.0,0.0164,OBSERVED
2011-06-14,1.71,1.92,78.96,OBSERVED
2011-06-14,1.92,2.15,73.23,OBSERVED
2011-06-14,2.15,2.4,65.59,OBSERVED
2011-06-14,2.4,2.67,59.08,OBSERVED
2011-06-14,2.67,2.97,53.32,OBSERVED
2011-06-14,2.97,3.29,45.79,OBSERVED
2011-06-14,3.29,3.64,40.1,OBSERVED
2011-06-14,3.64,4.02,33.36,OBSERVED
2011-06-14,4.02,4.43,28.41,OBSERVED
2011-06-14,4.43,4.88,23.59,OBSERVED
2011-06-14,4.88,5.37,19.24,OBSERVED
2011-06-14,5.37,5.9,16.16,OBSERVED
2011-06-14,5.9,6.47,13.21,OBSERVED
2011-06-14,6.47,7.09,10.86,OBSERVED
2011-06-14,7.09,7.76,8.815,OBSERVED
2011-06-14,7.76,8.48,7.248,OBSERVED
2011-06-14,8.48,9.26,5.962,OBSERVED
2011-06-14,9.26,10.1,4.731,OBSERVED
2011-06-14,10.1,11.0,3.892,OBSERVED
2011-06-14,11.0,13.0,2.853,OBSERVED
2011-06-14,13.0,16.6,1.739,OBSERVED
2011-06-14,16.6,22.8,0.8492,OBSERVED
2011-06-14,22.8,33.5,0.3338,OBSERVED
2011-06-14,33.5,48.5,0.123,OBSERVED
2011-06-14,48.5,69.7,0.04644,OBSERVED
2011-06-14,69.7,100.0,0.01725,OBSERVED
2011-06-15,1.71,1.92,77.67,OBSERVED
2011-06-15,1.92,2.15,72.92,OBSERVED
2011-06-15,2.15,2.4,66.4,OBSERVED
2011-06-15,2.4,2.67,59.57,OBSERVED
2011-06-15,2.67,2.97,52.91,OBSERVED
2011-06-15,2.97,3.29,45.21,OBSERVED
2011-06-15,3.29,3.64,40.74,OBSERVED
2011-06-15,3.64,4.02,33.44,OBSERVED
2011-06-15,4.02,4.43,27.95,OBSERVED
2011-06-15,4.43,4.88,23.64,OBSERVED
2011-06-15,4.88,5.37,19.47,OBSERVED
2011-06-15,5.37,5.9,15.92,OBSERVED
2011-06-15,5.9,6.47,13.28,OBSERVED
2011-06-15,6.47,7.09,10.95,OBSERVED
2011-06-15,7.09,7.76,8.877,OBSERVED
2011-06-15,7.76,8.48,7.322,OBSERVED
2011-06-15,8.48,9.26,5.835,OBSERVED
2011-06-15,9.26,10.1,4.912,OBSERVED
2011-06-15,10.1,11.0,3.93,OBSERVED
2011-06-15,11.0,13.0,2.899,OBSERVED
2011-06-15,13.0,16.6,1.737,OBSERVED
2011-06-15,16.6,22.8,0.8524,OBSERVED
2011-06-15,22.8,33.5,0.3429,OBSERVED
2011-06-15,33.5,48.5,0.1235,OBSERVED
2011-06-15,48.5,69.7,0.04521,OBSERVED
2011-06-15,69.7,100.0,0.01606,OBSERVED
2011-06-16,1.71,1.92,79.62,OBSERVED
2011-06-16,1.92,2.15,76.56,OBSERVED
2011-06-16,2.15,2.4,67.85,OBSERVED
2011-06-16,2.4,2.67,58.56,OBSERVED
2011-06-16,2.67,2.97,52.11,OBSERVED
2011-06-16,2.97,3.29,45.67,OBSERVED
2011-06-16,3.29,3.64,38.78,OBSERVED
2011-06-16,3.64,4.02,34.06,OBSERVED
2011-06-16,4.02,4.43,28.4,OBSERVED
2011-06-16,4.43,4.88,23.73,OBSERVED
2011-06-16,4.88,5.37,19.63,OBSERVED
2011-06-16,5.37,5.9,16.38,OBSERVED
2011-06-16,5.9,6.47,13.42,OBSERVED
2011-06-16,6.47,7.09,10.9,OBSERVED
2011-06-16,7.09,7.76,8.967,OBSERVED
2011-06-16,7.76,8.48,7.359,OBSERVED
2011-06-16,8.48,9.26,5.907,OBSERVED
2011-06-16,9.26,10.1,4.714,OBSERVED
2011-06-16,10.1,11.0,3.921,OBSERVED
2011-06-16,11.0,13.0,2.91,OBSERVED
2011-06-16,13.0,16.6,1.725,OBSERVED
2011-06-16,16.6,22.8,0.8605,OBSERVED
2011-06-16,22.8,33.5,0.3411,OBSERVED
2011-06-16,33.5,48.5,0.1237,OBSERVED
2011-06-16,48.5,69.7,0.04669,OBSERVED
2011-06-16,69.7,100.0,0.01762,OBSERVED
2011-06-17,1.71,1.92,75.78,OBSERVED
2011-06-17,1.92,2.15,72.04,OBSERVED
2011-06-17,2.15,2.4,65.03,OBSERVED
2011-06-17,2.4,2.67,57.66,OBSERVED
2011-06-17,2.67,2.97,50.82,OBSERVED
2011-06-17,2.97,3.29,44.34,OBSERVED
2011-06-17,3.29,3.64,37.7,OBSERVED
2011-06-17,3.64,4.02,32.39,OBSERVED
2011-06-17,4.02,4.43,27.27,OBSERVED
2011-06-17,4.43,4.88,22.86,OBSERVED
2011-06-17,4.88,5.37,18.76,OBSERVED
2011-06-17,5.37,5.9,15.39,OBSERVED
2011-06-17,5.9,6.47,12.95,OBSERVED
2011-06-17,6.47,7.09,10.55,OBSERVED
2011-06-17,7.09,7.76,8.733,OBSERVED
2011-06-17,7.76,8.48,7.082,OBSERVED
2011-06-17,8.48,9.26,5.822,OBSERVED
2011-06-17,9.26,10.1,4.725,OBSERVED
2011-06-17,10.1,11.0,3.87,OBSERVED
2011-06-17,11.0,13.0,2.834,OBSERVED
2011-06-17,13.0,16.6,1.699,OBSERVED
2011-06-17,16.6,22.8,0.8316,OBSERVED
2011-06-17,22.8,33.5,0.3377,OBSERVED
2011-06-17,33.5,48.5,0.1194,OBSERVED
2011-06-17,48.5,69.7,0.04497,OBSERVED
2011-06-17,69.7,100.0,0.01667,OBSERVED
2011-06-18,1.71,1.92,73.92,OBSERVED
2011-06-18,1.92,2.15,69.9,OBSERVED
2011-06-18,2.15,2.4,63.54,OBSERVED
2011-06-18,2.4,2.67,57.38,OBSERVED
2011-06-18,2.67,2.97,49.67,OBSERVED
2011-06-18,2.97,3.29,44.1,OBSERVED
2011-06-18,3.29,3.64,38.42,OBSERVED
2011-06-18,3.64,4.02,31.74,OBSERVED
2011-06-18,4.02,4.43,26.97,OBSERVED
2011-06-18,4.43,4.88,23.01,OBSERVED
2011-06-18,4.88,5.37,18.72,OBSERVED
2011-06-18,5.37,5.9,15.73,OBSERVED
2011-06-18,5.9,6.47,12.78,OBSERVED
2011-06-18,6.47,7.09,10.27,OBSERVED
2011-06-18,7.09,7.76,8.523,OBSERVED
2011-06-18,7.76,8.48,6.975,OBSERVED
2011-06-18,8.48,9.26,5.52,OBSERVED
2011-06-18,9.26,10.1,4.618,OBSERVED
2011-06-18,10.1,11.0,3.752,OBSERVED
2011-06-18,11.0,13.0,2.746,OBSERVED
2011-06-18,13.0,16.6,1.687,OBSERVED
2011-06-18,16.6,22.8,0.8344,OBSERVED
2011-06-18,22.8,33.5,0.335,OBSERVED
2011-06-18,33.5,48.5,0.1225,OBSERVED
2011-06-18,48.5,69.7,0.0447,OBSERVED
2011-06-18,69.7,100.0,0.01639,OBSERVED
2011-06-19,1.71,1.92,73.81,OBSERVED
2011-06-19,1.92,2.15,71.13,OBSERVED
2011-06-19,2.15,2.4,62.74,OBSERVED
2011-06-19,2.4,2.67,55.48,OBSERVED
2011-06-19,2.67,2.97,49.6,OBSERVED
2011-06-19,2.97,3.29,43.65,OBSERVED
2011-06-19,3.29,3.64,38.52,OBSERVED
2011-06-19,3.64,4.02,32.54,OBSERVED
2011-06-19,4.02,4.43,28.06,OBSERVED
2011-06-19,4.43,4.88,23.4,OBSERVED
2011-06-19,4.88,5.37,19.17,OBSERVED
2011-06-19,5.37,5.9,15.92,OBSERVED
2011-06-19,5.9,6.47,12.94,OBSERVED
2011-06-19,6.47,7.09,10.53,OBSERVED
2011-06-19,7.09,7.76,8.767,OBSERVED
2011-06-19,7.76,8.48,7.153,OBSERVED
2011-06-19,8.48,9.26,5.738,OBSERVED
2011-06-19,9.26,10.1,4.66,OBSERVED
2011-06-19,10.1,11.0,3.817,OBSERVED
2011-06-19,11.0,13.0,2.827,OBSERVED
2011-06-19,13.0,16.6,1.682,OBSERVED
2011-06-19,16.6,22.8,0.8343,OBSERVED
2011-06-19,22.8,33.5,0.3351,OBSERVED
2011-06-19,33.5,48.5,0.1222,OBSERVED
2011-06-19,48.5,69.7,0.04489,OBSERVED
2011-06-19,69.7,100.0,0.01685,OBSERVED
2011-06-20,1.71,1.92,75.87,OBSERVED
2011-06-20,1.92,2.15,68.77,OBSERVED
2011-06-20,2.15,2.4,62.97,OBSERVED
2011-06-20,2.4,2.67,56.77,OBSERVED
2011-06-20,2.67,2.97,51.68,OBSERVED
2011-06-20,2.97,3.29,44.28,OBSERVED
2011-06-20,3.29,3.64,38.38,OBSERVED
2011-06-20,3.64,4.02,32.84,OBSERVED
2011-06-20,4.02,4.43,27.47,OBSERVED
2011-06-20,4.43,4.88,23.16,OBSERVED
2011-06-20,4.88,5.37,19.3,OBSERVED
2011-06-20,5.37,5.9,15.99,OBSERVED
2011-06-20,5.9,6.47,13.06,OBSERVED
2011-06-20,6.47,7.09,10.74,OBSERVED
2011-06-20,7.09,7.76,8.887,OBSERVED
2011-06-20,7.76,8.48,7.172,OBSERVED
2011-06-20,8.48,9.26,5.88,OBSERVED
2011-06-20,9.26,10.1,4.743,OBSERVED
2011-06-20,10.1,11.0,3.759,OBSERVED
2011-06-20,11.0,13.0,2.832,OBSERVED
2011-06-20,13.0,16.6,1.728,OBSERVED
2011-06-20,16.6,22.8,0.8363,OBSERVED
2011-06-20,22.8,33.5,0.3374,OBSERVED
2011-06-20,33.5,48.5,0.1223,OBSERVED
2011-06-20,48.5,69.7,0.04484,OBSERVED
2011-06-20,69.7,100.0,0.01665,OBSERVED
2011-06-21,1.71,1.92,73.81,OBSERVED
2011-06-21,1.92,2.15,69.4,OBSERVED
2011-06-21,2.15,2.4,63.71,OBSERVED
2011-06-21,2.4,2.67,57.21,OBSERVED
2011-06-21,2.67,2.97,51.47,OBSERVED
2011-06-21,2.97,3.29,45.86,OBSERVED
2011-06-21,3.29,3.64,39.0,OBSERVED
2011-06-21,3.64,4.02,32.37,OBSERVED
2011-06-21,4.02,4.43,27.64,OBSERVED
2011-06-21,4.43,4.88,23.04,OBSERVED
2011-06-21,4.88,5.37,19.73,OBSERVED
2011-06-21,5.37,5.9,16.13,OBSERVED
2011-06-21,5.9,6.47,13.44,OBSERVED
2011-06-21,6.47,7.09,10.74,OBSERVED
2011-06-21,7.09,7.76,8.68,OBSERVED
2011-06-21,7.76,8.48,7.181,OBSERVED
2011-06-21,8.48,9.26,5.89,OBSERVED
2011-06-21,9.26,10.1,4.847,OBSERVED
2011-06-21,10.1,11.0,3.905,OBSERVED
2011-06-21,11.0,13.0,2.911,OBSERVED
2011-06-21,13.0,16.6,1.711,OBSERVED
2011-06-21,16.6,22.8,0.8417,OBSERVED
2011-06-21,22.8,33.5,0.3399,OBSERVED
2011-06-21,33.5,48.5,0.1227,OBSERVED
2011-06-21,48.5,69.7,0.04555,OBSERVED
2011-06-21,69.7,100.0,0.01695,OBSERVED
2011-06-22,1.71,1.92,75.11,OBSERVED
2011-06-22,1.92,2.15,69.45,OBSERVED
2011-06-22,2.15,2.4,61.5,OBSERVED
2011-06-22,2.4,2.67,56.18,OBSERVED
2011-06-22,2.67,2.97,50.0,OBSERVED
2011-06-22,2.97,3.29,44.84,OBSERVED
2011-06-22,3.29,3.64,38.9,OBSERVED
2011-06-22,3.64,4.02,32.73,OBSERVED
2011-06-22,4.02,4.43,27.93,OBSERVED
2011-06-22,4.43,4.88,23.44,OBSERVED
2011-06-22,4.88,5.37,19.3,OBSERVED
2011-06-22,5.37,5.9,16.04,OBSERVED
2011-06-22,5.9,6.47,13.06,OBSERVED
2011-06-22,6.47,7.09,10.83,OBSERVED
2011-06-22,7.09,7.76,8.774,OBSERVED
2011-06-22,7.76,8.48,7.164,OBSERVED
2011-06-22,8.48,9.26,5.866,OBSERVED
2011-06-22,9.26,10.1,4.76,OBSERVED
2011-06-22,10.1,11.0,3.866,OBSERVED
2011-06-22,11.0,13.0,2.872,OBSERVED
2011-06-22,13.0,16.6,1.709,OBSERVED
2011-06-22,16.6,22.8,0.8386,OBSERVED
2011-06-22,22.8,33.5,0.3365,OBSERVED
2011-06-22,33.5,48.5,0.1223,OBSERVED
2011-06-22,48.5,69.7,0.04557,OBSERVED
2011-06-22,69.7,100.0,0.01589,OBSERVED
2011-06-23,1.71,1.92,70.47,OBSERVED
2011-06-23,1.92,2.15,65.87,OBSERVED
2011-06-23,2.15,2.4,60.23,OBSERVED
2011-06-23,2.4,2.67,53.9,OBSERVED
2011-06-23,2.67,2.97,48.12,OBSERVED
2011-06-23,2.97,3.29,42.57,OBSERVED
2011-06-23,3.29,3.64,36.44,OBSERVED
2011-06-23,3.64,4.02,31.12,OBSERVED
2011-06-23,4.02,4.43,26.65,OBSERVED
2011-06-23,4.43,4.88,22.43,OBSERVED
2011-06-23,4.88,5.37,18.47,OBSERVED
2011-06-23,5.37,5.9,15.28,OBSERVED
2011-06-23,5.9,6.47,12.68,OBSERVED
2011-06-23,6.47,7.09,10.38,OBSERVED
2011-06-23,7.09,7.76,8.318,OBSERVED
2011-06-23,7.76,8.48,6.898,OBSERVED
2011-06-23,8.48,9.26,5.435,OBSERVED
2011-06-23,9.26,10.1,4.612,OBSERVED
2011-06-23,10.1,11.0,3.794,OBSERVED
2011-06-23,11.0,13.0,2.806,OBSERVED
2011-06-23,13.0,16.6,1.707,OBSERVED
2011-06-23,16.6,22.8,0.8218,OBSERVED
2011-06-23,22.8,33.5,0.3323,OBSERVED
2011-06-23,33.5,48.5,0.1232,OBSERVED
2011-06-23,48.5,69.7,0.04494,OBSERVED
2011-06-23,69.7,100.0,0.01588,OBSERVED
2011-06-24,1.71,1.92,66.11,OBSERVED
2011-06-24,1.92,2.15,61.02,OBSERVED
2011-06-24,2.15,2.4,56.66,OBSERVED
2011-06-24,2.4,2.67,49.78,OBSERVED
2011-06-24,2.67,2.97,45.9,OBSERVED
2011-06-24,2.97,3.29,39.97,OBSERVED
2011-06-24,3.29,3.64,35.54,OBSERVED
2011-06-24,3.64,4.02,30.62,OBSERVED
2011-06-24,4.02,4.43,25.9,OBSERVED
2011-06-24,4.43,4.88,21.37,OBSERVED
2011-06-24,4.88,5.37,18.06,OBSERVED
2011-06-24,5.37,5.9,15.12,OBSERVED
2011-06-24,5.9,6.47,12.27,OBSERVED
2011-06-24,6.47,7.09,10.18,OBSERVED
2011-06-24,7.09,7.76,8.509,OBSERVED
2011-06-24,7.76,8.48,7.027,OBSERVED
2011-06-24,8.48,9.26,5.733,OBSERVED
2011-06-24,9.26,10.1,4.596,OBSERVED
2011-06-24,10.1,11.0,3.714,OBSERVED
2011-06-24,11.0,13.0,2.779,OBSERVED
2011-06-24,13.0,16.6,1.676,OBSERVED
2011-06-24,16.6,22.8,0.8118,OBSERVED
2011-06-24,22.8,33.5,0.3325,OBSERVED
2011-06-24,33.5,48.5,0.1226,OBSERVED
2011-06-24,48.5,69.7,0.04574,OBSERVED
2011-06-24,69.7,100.0,0.01751,OBSERVED
2011-06-25,1.71,1.92,68.42,OBSERVED
2011-06-25,1.92,2.15,62.01,OBSERVED
2011-06-25,2.15,2.4,57.51,OBSERVED
2011-06-25,2.4,2.67,52.73,OBSERVED
2011-06-25,2.67,2.97,46.94,OBSERVED
2011-06-25,2.97,3.29,41.51,OBSERVED
2011-06-25,3.29,3.64,35.46,OBSERVED
2011-06-25,3.64,4.02,30.55,OBSERVED
2011-06-25,4.02,4.43,26.16,OBSERVED
2011-06-25,4.43,4.88,21.77,OBSERVED
2011-06-25,4.88,5.37,18.31,OBSERVED
2011-06-25,5.37,5.9,15.16,OBSERVED
2011-06-25,5.9,6.47,12.64,OBSERVED
2011-06-25,6.47,7.09,10.34,OBSERVED
2011-06-25,7.09,7.76,8.47,OBSERVED
2011-06-25,7.76,8.48,7.067,OBSERVED
2011-06-25,8.48,9.26,5.545,OBSERVED
2011-06-25,9.26,10.1,4.666,OBSERVED
2011-06-25,10.1,11.0,3.762,OBSERVED
2011-06-25,11.0,13.0,2.71,OBSERVED
2011-06-25,13.0,16.6,1.664,OBSERVED
2011-06-25,16.6,22.8,0.8314,OBSERVED
2011-06-25,22.8,33.5,0.3357,OBSERVED
2011-06-25,33.5,48.5,0.123,OBSERVED
2011-06-25,48.5,69.7,0.04603,OBSERVED
2011-06-25,69.7,100.0,0.01687,OBSERVED
2011-06-26,1.71,1.92,71.48,OBSERVED
2011-06-26,1.92,2.15,66.06,OBSERVED
2011-06-26,2.15,2.4,59.97,OBSERVED
2011-06-26,2.4,2.67,54.41,OBSERVED
2011-06-26,2.67,2.97,47.79,OBSERVED
2011-06-26,2.97,3.29,41.35,OBSERVED
2011-06-26,3.29,3.64,36.12,OBSERVED
2011-06-26,3.64,4.02,31.14,OBSERVED
2011-06-26,4.02,4.43,26.65,OBSERVED
2011-06-26,4.43,4.88,22.38,OBSERVED
2011-06-26,4.88,5.37,18.76,OBSERVED
2011-06-26,5.37,5.9,15.28,OBSERVED
2011-06-26,5.9,6.47,12.76,OBSERVED
2011-06-26,6.47,7.09,10.47,OBSERVED
2011-06-26,7.09,7.76,8.721,OBSERVED
2011-06-26,7.76,8.48,7.101,OBSERVED
2011-06-26,8.48,9.26,5.704,OBSERVED
2011-06-26,9.26,10.1,4.636,OBSERVED
2011-06-26,10.1,11.0,3.671,OBSERVED
2011-06-26,11.0,13.0,2.802,OBSERVED
2011-06-26,13.0,16.6,1.683,OBSERVED
2011-06-26,16.6,22.8,0.8408,OBSERVED
2011-06-26,22.8,33.5,0.3295,OBSERVED
2011-06-26,33.5,48.5,0.1215,OBSERVED
2011-06-26,48.5,69.7,0.04616,OBSERVED
2011-06-26,69.7,100.0,0.01707,OBSERVED
2011-06-27,1.71,1.92,70.81,OBSERVED
2011-06-27,1.92,2.15,66.73,OBSERVED
2011-06-27,2.15,2.4,61.36,OBSERVED
2011-06-27,2.4,2.67,56.25,OBSERVED
2011-06-27,2.67,2.97,49.4,OBSERVED
2011-06-27,2.97,3.29,42.01,OBSERVED
2011-06-27,3.29,3.64,37.34,OBSERVED
2011-06-27,3.64,4.02,32.19,OBSERVED
2011-06-27,4.02,4.43,27.37,OBSERVED
2011-06-27,4.43,4.88,22.87,OBSERVED
2011-06-27,4.88,5.37,18.94,OBSERVED
2011-06-27,5.37,5.9,15.57,OBSERVED
2011-06-27,5.9,6.47,12.9,OBSERVED
2011-06-27,6.47,7.09,10.41,OBSERVED
2011-06-27,7.09,7.76,8.809,OBSERVED
2011-06-27,7.76,8.48,7.25,OBSERVED
2011-06-27,8.48,9.26,5.918,OBSERVED
2011-06-27,9.26,10.1,4.678,OBSERVED
2011-06-27,10.1,11.0,3.844,OBSERVED
2011-06-27,11.0,13.0,2.761,OBSERVED
2011-06-27,13.0,16.6,1.72,OBSERVED
2011-06-27,16.6,22.8,0.8402,OBSERVED
2011-06-27,22.8,33.5,0.3343,OBSERVED
2011-06-27,33.5,48.5,0.1242,OBSERVED
2011-06-27,48.5,69.7,0.04532,OBSERVED
2011-06-27,69.7,100.0,0.01672,OBSERVED
2011-06-28,1.71,1.92,75.01,OBSERVED
2011-06-28,1.92,2.15,68.36,OBSERVED
2011-06-28,2.15,2.4,63.04,OBSERVED
2011-06-28,2.4,2.67,57.33,OBSERVED
2011-06-28,2.67,2.97,50.93,OBSERVED
2011-06-28,2.97,3.29,43.74,OBSERVED
2011-06-28,3.29,3.64,38.11,OBSERVED
2011-06-28,3.64,4.02,32.75,OBSERVED
2011-06-28,4.02,4.43,27.54,OBSERVED
2011-06-28,4.43,4.88,23.12,OBSERVED
2011-06-28,4.88,5.37,19.22,OBSERVED
2011-06-28,5.37,5.9,16.01,OBSERVED
2011-06-28,5.9,6.47,13.16,OBSERVED
2011-06-28,6.47,7.09,10.93,OBSERVED
2011-06-28,7.09,7.76,8.815,OBSERVED
2011-06-28,7.76,8.48,7.172,OBSERVED
2011-06-28,8.48,9.26,5.929,OBSERVED
2011-06-28,9.26,10.1,4.786,OBSERVED
2011-06-28,10.1,11.0,3.978,OBSERVED
2011-06-28,11.0,13.0,2.828,OBSERVED
2011-06-28,13.0,16.6,1.733,OBSERVED
2011-06-28,16.6,22.8,0.837,OBSERVED
2011-06-28,22.8,33.5,0.3381,OBSERVED
2011-06-28,33.5,48.5,0.1234,OBSERVED
2011-06-28,48.5,69.7,0.04544,OBSERVED
2011-06-28,69.7,100.0,0.01721,OBSERVED
2011-06-29,1.71,1.92,73.86,OBSERVED
2011-06-29,1.92,2.15,68.23,OBSERVED
2011-06-29,2.15,2.4,63.91,OBSERVED
2011-06-29,2.4,2.67,58.03,OBSERVED
2011-06-29,2.67,2.97,52.48,OBSERVED
2011-06-29,2.97,3.29,45.22,OBSERVED
2011-06-29,3.29,3.64,38.6,OBSERVED
2011-06-29,3.64,4.02,32.8,OBSERVED
2011-06-29,4.02,4.43,27.6,OBSERVED
2011-06-29,4.43,4.88,23.5,OBSERVED
2011-06-29,4.88,5.37,19.4,OBSERVED
2011-06-29,5.37,5.9,16.15,OBSERVED
2011-06-29,5.9,6.47,13.22,OBSERVED
2011-06-29,6.47,7.09,10.91,OBSERVED
2011-06-29,7.09,7.76,8.834,OBSERVED
2011-06-29,7.76,8.48,6.963,OBSERVED
2011-06-29,8.48,9.26,5.759,OBSERVED
2011-06-29,9.26,10.1,4.74,OBSERVED
2011-06-29,10.1,11.0,3.932,OBSERVED
2011-06-29,11.0,13.0,2.915,OBSERVED
2011-06-29,13.0,16.6,1.751,OBSERVED
2011-06-29,16.6,22.8,0.842,OBSERVED
2011-06-29,22.8,33.5,0.3408,OBSERVED
