date,predicted_flux
2014-07-17,35.565582
2014-07-18,35.979965
2014-07-19,36.47734
2014-07-20,37.050327
2014-07-21,37.278183
2014-07-22,37.232517
2014-07-23,37.194244
2014-07-24,37.536316
2014-07-25,37.543236
2014-07-26,37.4259
2014-07-27,37.07568
2014-07-28,37.1553
2014-07-29,36.811344
2014-07-30,37.276653
2014-07-31,37.56377
2014-08-01,37.990295
2014-08-02,37.62509
2014-08-03,37.42786
2014-08-04,37.89586
2014-08-05,37.800865
2014-08-06,37.704624
2014-08-07,38.038517
2014-08-08,38.255764
2014-08-09,37.997
2014-08-10,37.877075
2014-08-11,37.57815
2014-08-12,37.551407
2014-08-13,37.202843
2014-08-14,37.719597
2014-08-15,38.238865
2014-08-16,38.628056
2014-08-17,39.099606
2014-08-18,38.920727
2014-08-19,38.864624
2014-08-20,38.415165
2014-08-21,37.603806
2014-08-22,38.817684
2014-08-23,39.995014
2014-08-24,40.597275
2014-08-25,41.03707
2014-08-26,41.312157
2014-08-27,41.0587
2014-08-28,39.847748
2014-08-29,39.67562
2014-08-30,40.081467
2014-08-31,40.611244
2014-09-01,40.80348
2014-09-02,40.90246
2014-09-03,40.955822
2014-09-04,40.90215
2014-09-05,41.042835
2014-09-06,41.027973
2014-09-07,39.988564
2014-09-08,38.83891
2014-09-09,38.037075
2014-09-10,37.51293
2014-09-11,37.041504
2014-09-12,36.686718
2014-09-13,35.11497
2014-09-14,34.70609
2014-09-15,34.96023
2014-09-16,35.512947
2014-09-17,36.13647
2014-09-18,36.92619
2014-09-19,37.261578
2014-09-20,37.4285
2014-09-21,38.548923
2014-09-22,40.233204
2014-09-23,41.731415
2014-09-24,42.225124
2014-09-25,42.43345
2014-09-26,42.544403
2014-09-27,42.18679
2014-09-28,41.717594
2014-09-29,41.342632
2014-09-30,41.01669
2014-10-01,40.414597
2014-10-02,40.059742
2014-10-03,39.952965
2014-10-04,40.132263
2014-10-05,39.344357
2014-10-06,39.481236
2014-10-07,40.37114
2014-10-08,41.045555
2014-10-09,41.0074
2014-10-10,40.821026
2014-10-11,41.068386
2014-10-12,41.175922
2014-10-13,41.54593
2014-10-14,41.319527
2014-10-15,40.704533
2014-10-16,40.86987
2014-10-17,41.0427
2014-10-18,41.14879
2014-10-19,41.09917
2014-10-20,40.7488
2014-10-21,40.638035
2014-10-22,40.75198
2014-10-23,41.180683
2014-10-24,41.32051
2014-10-25,41.1388
2014-10-26,41.081314
2014-10-27,40.846424
2014-10-28,40.513702
2014-10-29,40.533577
2014-10-30,40.895702
2014-10-31,41.159393
2014-11-01,40.59087
2014-11-02,40.352253
2014-11-03,40.927963
2014-11-04,41.54229
2014-11-05,41.00712
2014-11-06,40.786808
2014-11-07,40.975006
2014-11-08,40.964886
2014-11-09,41.12331
2014-11-10,41.094128
2014-11-11,40.59641
2014-11-12,40.97121
2014-11-13,41.33879
2014-11-14,41.78583
2014-11-15,41.781208
2014-11-16,41.780064
2014-11-17,41.72862
2014-11-18,42.021603
2014-11-19,42.121845
2014-11-20,42.19311
2014-11-21,42.110596
2014-11-22,41.926655
2014-11-23,41.83697
2014-11-24,41.743492
2014-11-25,41.89365
2014-11-26,42.031895
2014-11-27,42.092598
2014-11-28,41.557796
2014-11-29,40.71603
2014-11-30,40.292862
2014-12-01,40.376965
2014-12-02,40.01239
2014-12-03,39.62886
2014-12-04,38.868374
2014-12-05,37.94469
2014-12-06,37.28769
2014-12-07,36.010826
2014-12-08,35.79452
2014-12-09,36.119617
2014-12-10,36.71804
2014-12-11,37.332363
2014-12-12,37.930214
2014-12-13,37.762505
2014-12-14,38.15519
2014-12-15,38.71591
2014-12-16,39.028084
2014-12-17,39.918617
2014-12-18,40.98105
2014-12-19,41.583645
2014-12-20,41.819523
2014-12-21,42.03451
2014-12-22,41.24816
2014-12-23,38.701202
2014-12-24,37.369644
2014-12-25,36.752342
2014-12-26,36.112583
2014-12-27,35.51952
2014-12-28,35.54096
2014-12-29,35.454597
2014-12-30,35.04878
2014-12-31,35.017643
2015-01-01,35.266308
2015-01-02,35.386307
2015-01-03,35.38278
2015-01-04,35.29538
2015-01-05,35.600178
2015-01-06,35.60711
2015-01-07,36.07772
2015-01-08,36.07742
2015-01-09,36.786556
2015-01-10,37.81514
2015-01-11,38.654232
2015-01-12,39.18933
2015-01-13,39.709507
2015-01-14,39.95366
2015-01-15,40.487103
2015-01-16,40.830822
2015-01-17,40.943153
2015-01-18,40.870266
2015-01-19,40.57284
2015-01-20,40.30457
2015-01-21,39.97206
2015-01-22,38.42784
2015-01-23,38.072685
2015-01-24,38.237244
2015-01-25,38.30242
2015-01-26,38.320187
2015-01-27,37.579117
2015-01-28,36.951412
2015-01-29,36.489624
2015-01-30,36.23816
2015-01-31,36.022957
2015-02-01,35.909416
2015-02-02,35.206287
2015-02-03,35.271072
2015-02-04,35.745575
2015-02-05,36.458763
2015-02-06,36.793087
2015-02-07,36.753086
2015-02-08,36.743298
2015-02-09,36.716972
2015-02-10,37.697556
2015-02-11,38.67737
2015-02-12,39.4206
2015-02-13,40.13205
2015-02-14,40.835655
2015-02-15,40.852425
2015-02-16,40.534008
2015-02-17,40.069588
2015-02-18,39.30031
2015-02-19,39.22607
2015-02-20,39.154655
2015-02-21,38.964756
2015-02-22,38.584988
2015-02-23,38.23013
2015-02-24,37.274853
2015-02-25,36.655518
2015-02-26,36.673443
2015-02-27,36.95053
2015-02-28,37.582176
2015-03-01,37.496735
2015-03-02,36.867126
2015-03-03,36.745407
2015-03-04,37.088528
2015-03-05,36.853447
2015-03-06,36.60923
2015-03-07,36.226673
2015-03-08,36.175224
2015-03-09,36.368862
2015-03-10,36.95826
2015-03-11,37.29209
2015-03-12,37.217876
2015-03-13,36.9351
2015-03-14,36.44764
2015-03-15,36.400806
2015-03-16,36.503624
2015-03-17,35.67945
2015-03-18,34.78814
2015-03-19,34.67612
2015-03-20,34.58218
2015-03-21,34.47841
2015-03-22,34.413532
2015-03-23,34.31765
2015-03-24,34.443176
2015-03-25,34.530674
2015-03-26,34.657864
2015-03-27,34.770596
2015-03-28,34.58996
2015-03-29,34.400955
2015-03-30,34.462414
2015-03-31,34.836407
2015-04-01,34.87334
2015-04-02,34.859386
2015-04-03,35.00255
2015-04-04,34.968918
2015-04-05,35.160828
2015-04-06,35.42729
2015-04-07,35.946457
2015-04-08,36.279186
2015-04-09,36.50298
2015-04-10,36.090622
2015-04-11,35.23192
2015-04-12,35.31388
2015-04-13,35.54826
2015-04-14,35.778023
2015-04-15,35.538506
2015-04-16,34.84076
2015-04-17,34.51906
2015-04-18,34.575016
2015-04-19,35.105988
2015-04-20,35.53259
2015-04-21,35.547203
2015-04-22,35.355568
2015-04-23,35.53671
2015-04-24,35.67982
2015-04-25,35.717716
2015-04-26,36.086094
2015-04-27,36.334137
2015-04-28,36.377174
2015-04-29,36.13251
2015-04-30,36.40044
2015-05-01,36.161674
2015-05-02,35.98706
2015-05-03,36.105213
2015-05-04,36.495674
2015-05-05,36.95946
2015-05-06,37.251064
2015-05-07,35.78079
2015-05-08,35.312046
2015-05-09,35.521797
2015-05-10,35.774296
2015-05-11,35.5392
2015-05-12,35.85817
2015-05-13,35.59882
2015-05-14,34.98945
2015-05-15,35.49109
2015-05-16,36.348896
2015-05-17,37.31875
2015-05-18,37.641937
2015-05-19,36.979794
2015-05-20,36.434258
2015-05-21,36.964878
2015-05-22,37.70617
2015-05-23,38.245
2015-05-24,38.703327
2015-05-25,38.939953
2015-05-26,39.18001
2015-05-27,38.906567
2015-05-28,39.362522
2015-05-29,40.140472
2015-05-30,40.448593
2015-05-31,41.008354
2015-06-01,41.306175
2015-06-02,41.423412
2015-06-03,41.12033
2015-06-04,41.378544
2015-06-05,41.73897
2015-06-06,41.784912
2015-06-07,41.111164
2015-06-08,39.932518
2015-06-09,38.71328
2015-06-10,38.925648
2015-06-11,39.599854
2015-06-12,40.679134
2015-06-13,41.48569
2015-06-14,41.469456
2015-06-15,40.82623
2015-06-16,40.455376
2015-06-17,40.145527
2015-06-18,40.190792
2015-06-19,40.422264
2015-06-20,40.82882
2015-06-21,41.3543
2015-06-22,41.423374
2015-06-23,39.374966
2015-06-24,37.413944
2015-06-25,36.78263
2015-06-26,36.261234
2015-06-27,36.126118
2015-06-28,35.72984
2015-06-29,35.824913
2015-06-30,36.029785
2015-07-01,36.85667
2015-07-02,37.57248
2015-07-03,38.282658
2015-07-04,38.956318
2015-07-05,38.227314
2015-07-06,37.756157
2015-07-07,38.14537
2015-07-08,38.933502
2015-07-09,39.735424
2015-07-10,40.482655
2015-07-11,40.68307
2015-07-12,39.578636
2015-07-13,39.852184
2015-07-14,39.308586
2015-07-15,39.244854
2015-07-16,39.239937
2015-07-17,39.570034
2015-07-18,39.69123
2015-07-19,40.24086
2015-07-20,40.652523
2015-07-21,40.541008
2015-07-22,39.695442
2015-07-23,39.39394
2015-07-24,39.200943
2015-07-25,39.930782
