date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,electron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2011-6-20,11.00,16.60,8.075E-2,0.136E-2,0.081E-2,0.120E-2,
2011-6-20,16.60,22.80,2.486E-2,0.062E-2,0.025E-2,0.037E-2,
2011-6-20,22.80,41.90,6.029E-3,0.147E-3,0.060E-3,0.090E-3,
2011-6-21,1.00,1.71,2.158E+1,0.058E+1,0.043E+1,0.063E+1,
2011-6-21,1.71,2.97,1.029E+1,0.007E+1,0.015E+1,0.022E+1,
2011-6-21,2.97,4.02,4.316E+0,0.041E+0,0.043E+0,0.071E+0,
2011-6-21,4.02,5.90,1.866E+0,0.016E+0,0.019E+0,0.028E+0,
2011-6-21,5.90,7.09,8.388E-1,0.111E-1,0.084E-1,0.125E-1,
2011-6-21,7.09,8.48,4.829E-1,0.073E-1,0.048E-1,0.072E-1,
2011-6-21,8.48,11.00,2.472E-1,0.037E-1,0.025E-1,0.037E-1,
2011-6-21,11.00,16.60,8.394E-2,0.137E-2,0.084E-2,0.125E-2,
2011-6-21,16.60,22.80,2.527E-2,0.063E-2,0.025E-2,0.038E-2,
2011-6-21,22.80,41.90,5.882E-3,0.144E-3,0.059E-3,0.087E-3,
2011-6-22,1.00,1.71,2.247E+1,0.078E+1,0.045E+1,0.065E+1,
2011-6-22,1.71,2.97,1.025E+1,0.008E+1,0.015E+1,0.022E+1,
2011-6-22,2.97,4.02,4.447E+0,0.043E+0,0.044E+0,0.073E+0,
2011-6-22,4.02,5.90,1.876E+0,0.016E+0,0.019E+0,0.028E+0,
2011-6-22,5.90,7.09,8.317E-1,0.113E-1,0.083E-1,0.124E-1,
2011-6-22,7.09,8.48,4.918E-1,0.075E-1,0.049E-1,0.073E-1,
2011-6-22,8.48,11.00,2.454E-1,0.038E-1,0.025E-1,0.036E-1,
2011-6-22,11.00,16.60,8.301E-2,0.138E-2,0.083E-2,0.123E-2,
2011-6-22,16.60,22.80,2.564E-2,0.063E-2,0.026E-2,0.038E-2,
2011-6-22,22.80,41.90,6.074E-3,0.146E-3,0.061E-3,0.090E-3,
2011-6-23,1.00,1.71,2.039E+1,0.041E+1,0.041E+1,0.059E+1,
2011-6-23,1.71,2.97,9.622E+0,0.072E+0,0.144E+0,0.204E+0,
2011-6-23,2.97,4.02,4.208E+0,0.041E+0,0.042E+0,0.069E+0,
2011-6-23,4.02,5.90,1.809E+0,0.016E+0,0.018E+0,0.027E+0,
2011-6-23,5.90,7.09,8.183E-1,0.110E-1,0.082E-1,0.122E-1,
2011-6-23,7.09,8.48,4.709E-1,0.072E-1,0.047E-1,0.070E-1,
2011-6-23,8.48,11.00,2.389E-1,0.037E-1,0.024E-1,0.036E-1,
2011-6-23,11.00,16.60,8.508E-2,0.139E-2,0.085E-2,0.126E-2,
2011-6-23,16.60,22.80,2.503E-2,0.062E-2,0.025E-2,0.037E-2,
2011-6-23,22.80,41.90,5.735E-3,0.142E-3,0.057E-3,0.085E-3,
2011-6-24,1.00,1.71,1.847E+1,0.051E+1,0.037E+1,0.054E+1,
2011-6-24,1.71,2.97,9.3110E+0,0.070E+0,0.140E+0,0.198E+0,
2011-6-24,2.97,4.02,4.133E+0,0.040E+0,0.041E+0,0.068E+0,
2011-6-24,4.02,5.90,1.754E+0,0.015E+0,0.018E+0,0.026E+0,
2011-6-24,5.90,7.09,8.021E-1,0.108E-1,0.080E-1,0.119E-1,
2011-6-24,7.09,8.48,4.6310E-1,0.071E-1,0.046E-1,0.069E-1,
2011-6-24,8.48,11.00,2.345E-1,0.036E-1,0.023E-1,0.035E-1,
2011-6-24,11.00,16.60,8.171E-2,0.136E-2,0.082E-2,0.121E-2,
2011-6-24,16.60,22.80,2.457E-2,0.062E-2,0.025E-2,0.037E-2,
2011-6-24,22.80,41.90,5.711E-3,0.142E-3,0.057E-3,0.085E-3,
2011-6-25,1.00,1.71,1.850E+1,0.064E+1,0.037E+1,0.054E+1,
2011-6-25,1.71,2.97,9.326E+0,0.070E+0,0.140E+0,0.198E+0,
2011-6-25,2.97,4.02,4.130E+0,0.040E+0,0.041E+0,0.068E+0,
2011-6-25,4.02,5.90,1.778E+0,0.016E+0,0.018E+0,0.026E+0,
2011-6-25,5.90,7.09,8.121E-1,0.111E-1,0.081E-1,0.121E-1,
2011-6-25,7.09,8.48,4.7310E-1,0.073E-1,0.047E-1,0.070E-1,
2011-6-25,8.48,11.00,2.345E-1,0.037E-1,0.023E-1,0.035E-1,
2011-6-25,11.00,16.60,8.259E-2,0.137E-2,0.083E-2,0.123E-2,
2011-6-25,16.60,22.80,2.545E-2,0.063E-2,0.025E-2,0.038E-2,
2011-6-25,22.80,41.90,5.555E-3,0.140E-3,0.056E-3,0.083E-3,
2011-6-26,1.00,1.71,1.955E+1,0.044E+1,0.039E+1,0.057E+1,
2011-6-26,1.71,2.97,9.360E+0,0.078E+0,0.140E+0,0.199E+0,
2011-6-26,2.97,4.02,4.146E+0,0.043E+0,0.041E+0,0.068E+0,
2011-6-26,4.02,5.90,1.781E+0,0.017E+0,0.018E+0,0.026E+0,
2011-6-26,5.90,7.09,8.145E-1,0.115E-1,0.081E-1,0.121E-1,
2011-6-26,7.09,8.48,4.714E-1,0.076E-1,0.047E-1,0.070E-1,
2011-6-26,8.48,11.00,2.424E-1,0.039E-1,0.024E-1,0.036E-1,
2011-6-26,11.00,16.60,8.465E-2,0.145E-2,0.085E-2,0.126E-2,
2011-6-26,16.60,22.80,2.605E-2,0.067E-2,0.026E-2,0.039E-2,
2011-6-26,22.80,41.90,5.543E-3,0.148E-3,0.055E-3,0.082E-3,
2011-6-27,1.00,1.71,1.928E+1,0.071E+1,0.039E+1,0.056E+1,
2011-6-27,1.71,2.97,9.321E+0,0.101E+0,0.140E+0,0.198E+0,
2011-6-27,2.97,4.02,4.152E+0,0.059E+0,0.042E+0,0.068E+0,
2011-6-27,4.02,5.90,1.801E+0,0.025E+0,0.018E+0,0.027E+0,
2011-6-27,5.90,7.09,8.277E-1,0.191E-1,0.083E-1,0.123E-1,
2011-6-27,7.09,8.48,4.763E-1,0.128E-1,0.048E-1,0.071E-1,
2011-6-27,8.48,11.00,2.369E-1,0.065E-1,0.024E-1,0.035E-1,
2011-6-27,11.00,16.60,7.839E-2,0.243E-2,0.078E-2,0.117E-2,
2011-6-27,16.60,22.80,2.575E-2,0.118E-2,0.026E-2,0.038E-2,
2011-6-27,22.80,41.90,5.613E-3,0.264E-3,0.056E-3,0.083E-3,
2011-6-28,1.00,1.71,1.888E+1,0.041E+1,0.038E+1,0.055E+1,
2011-6-28,1.71,2.97,9.3410E+0,0.099E+0,0.140E+0,0.198E+0,
2011-6-28,2.97,4.02,4.088E+0,0.055E+0,0.041E+0,0.067E+0,
2011-6-28,4.02,5.90,1.8010E+0,0.021E+0,0.018E+0,0.027E+0,
2011-6-28,5.90,7.09,7.890E-1,0.135E-1,0.079E-1,0.117E-1,
2011-6-28,7.09,8.48,4.783E-1,0.090E-1,0.048E-1,0.071E-1,
2011-6-28,8.48,11.00,2.418E-1,0.046E-1,0.024E-1,0.036E-1,
2011-6-28,11.00,16.60,8.115E-2,0.166E-2,0.081E-2,0.121E-2,
2011-6-28,16.60,22.80,2.521E-2,0.075E-2,0.025E-2,0.037E-2,
2011-6-28,22.80,41.90,5.266E-3,0.162E-3,0.053E-3,0.078E-3,
2011-6-29,1.00,1.71,1.984E+1,0.045E+1,0.040E+1,0.058E+1,
2011-6-29,1.71,2.97,9.362E+0,0.075E+0,0.140E+0,0.199E+0,
2011-6-29,2.97,4.02,4.161E+0,0.043E+0,0.042E+0,0.068E+0,
2011-6-29,4.02,5.90,1.791E+0,0.017E+0,0.018E+0,0.027E+0,
2011-6-29,5.90,7.09,8.176E-1,0.116E-1,0.082E-1,0.122E-1,
2011-6-29,7.09,8.48,4.683E-1,0.076E-1,0.047E-1,0.070E-1,
2011-6-29,8.48,11.00,2.374E-1,0.039E-1,0.024E-1,0.035E-1,
2011-6-29,11.00,16.60,8.543E-2,0.146E-2,0.085E-2,0.127E-2,
2011-6-29,16.60,22.80,2.462E-2,0.065E-2,0.025E-2,0.037E-2,
2011-6-29,22.80,41.90,5.786E-3,0.149E-3,0.058E-3,0.086E-3,
2011-6-30,1.00,1.71,1.998E+1,0.060E+1,0.040E+1,0.058E+1,
2011-6-30,1.71,2.97,9.548E+0,0.073E+0,0.143E+0,0.203E+0,
2011-6-30,2.97,4.02,4.212E+0,0.041E+0,0.042E+0,0.069E+0,
2011-6-30,4.02,5.90,1.824E+0,0.016E+0,0.018E+0,0.027E+0,
2011-6-30,5.90,7.09,8.367E-1,0.114E-1,0.084E-1,0.124E-1,
2011-6-30,7.09,8.48,4.671E-1,0.073E-1,0.047E-1,0.069E-1,
2011-6-30,8.48,11.00,2.466E-1,0.038E-1,0.025E-1,0.037E-1,
2011-6-30,11.00,16.60,8.929E-2,0.144E-2,0.089E-2,0.133E-2,
2011-6-30,16.60,22.80,2.629E-2,0.064E-2,0.026E-2,0.039E-2,
2011-6-30,22.80,41.90,5.947E-3,0.145E-3,0.059E-3,0.088E-3,
2011-7-1,1.00,1.71,2.0010E+1,0.064E+1,0.040E+1,0.058E+1,
2011-7-1,1.71,2.97,9.6810E+0,0.073E+0,0.145E+0,0.206E+0,
2011-7-1,2.97,4.02,4.098E+0,0.040E+0,0.041E+0,0.067E+0,
2011-7-1,4.02,5.90,1.779E+0,0.016E+0,0.018E+0,0.026E+0,
2011-7-1,5.90,7.09,8.153E-1,0.110E-1,0.082E-1,0.121E-1,
2011-7-1,7.09,8.48,4.795E-1,0.073E-1,0.048E-1,0.071E-1,
2011-7-1,8.48,11.00,2.399E-1,0.037E-1,0.024E-1,0.036E-1,
2011-7-1,11.00,16.60,8.722E-2,0.141E-2,0.087E-2,0.130E-2,
2011-7-1,16.60,22.80,2.5610E-2,0.063E-2,0.026E-2,0.038E-2,
2011-7-1,22.80,41.90,5.9410E-3,0.144E-3,0.059E-3,0.088E-3,
2011-7-2,1.00,1.71,2.073E+1,0.055E+1,0.041E+1,0.060E+1,
2011-7-2,1.71,2.97,9.739E+0,0.073E+0,0.146E+0,0.207E+0,
2011-7-2,2.97,4.02,4.233E+0,0.041E+0,0.042E+0,0.069E+0,
2011-7-2,4.02,5.90,1.805E+0,0.016E+0,0.018E+0,0.027E+0,
2011-7-2,5.90,7.09,8.379E-1,0.113E-1,0.084E-1,0.125E-1,
2011-7-2,7.09,8.48,4.757E-1,0.073E-1,0.048E-1,0.071E-1,
2011-7-2,8.48,11.00,2.470E-1,0.038E-1,0.025E-1,0.037E-1,
2011-7-2,11.00,16.60,8.290E-2,0.139E-2,0.083E-2,0.123E-2,
2011-7-2,16.60,22.80,2.5310E-2,0.064E-2,0.025E-2,0.038E-2,
2011-7-2,22.80,41.90,5.879E-3,0.146E-3,0.059E-3,0.087E-3,
2011-7-3,1.00,1.71,2.092E+1,0.053E+1,0.042E+1,0.061E+1,
2011-7-3,1.71,2.97,9.932E+0,0.072E+0,0.149E+0,0.211E+0,
2011-7-3,2.97,4.02,4.362E+0,0.041E+0,0.044E+0,0.072E+0,
2011-7-3,4.02,5.90,1.856E+0,0.016E+0,0.019E+0,0.028E+0,
2011-7-3,5.90,7.09,8.613E-1,0.113E-1,0.086E-1,0.128E-1,
2011-7-3,7.09,8.48,4.895E-1,0.074E-1,0.049E-1,0.073E-1,
2011-7-3,8.48,11.00,2.433E-1,0.037E-1,0.024E-1,0.036E-1,
2011-7-3,11.00,16.60,8.545E-2,0.139E-2,0.085E-2,0.127E-2,
2011-7-3,16.60,22.80,2.463E-2,0.062E-2,0.025E-2,0.037E-2,
2011-7-3,22.80,41.90,5.649E-3,0.140E-3,0.056E-3,0.084E-3,
2011-7-4,1.00,1.71,1.978E+1,0.051E+1,0.040E+1,0.057E+1,
2011-7-4,1.71,2.97,9.975E+0,0.076E+0,0.150E+0,0.212E+0,
2011-7-4,2.97,4.02,4.338E+0,0.043E+0,0.043E+0,0.071E+0,
2011-7-4,4.02,5.90,1.866E+0,0.017E+0,0.019E+0,0.028E+0,
2011-7-4,5.90,7.09,8.369E-1,0.114E-1,0.084E-1,0.124E-1,
2011-7-4,7.09,8.48,4.728E-1,0.074E-1,0.047E-1,0.070E-1,
2011-7-4,8.48,11.00,2.454E-1,0.038E-1,0.025E-1,0.036E-1,
2011-7-4,11.00,16.60,8.352E-2,0.141E-2,0.084E-2,0.124E-2,
2011-7-4,16.60,22.80,2.539E-2,0.064E-2,0.025E-2,0.038E-2,
2011-7-4,22.80,41.90,5.523E-3,0.142E-3,0.055E-3,0.082E-3,
2011-7-5,1.00,1.71,1.963E+1,0.087E+1,0.039E+1,0.057E+1,
2011-7-5,1.71,2.97,1.012E+1,0.010E+1,0.015E+1,0.021E+1,
2011-7-5,2.97,4.02,4.363E+0,0.050E+0,0.044E+0,0.072E+0,
2011-7-5,4.02,5.90,1.871E+0,0.019E+0,0.019E+0,0.028E+0,
2011-7-5,5.90,7.09,8.347E-1,0.126E-1,0.083E-1,0.124E-1,
2011-7-5,7.09,8.48,4.752E-1,0.081E-1,0.048E-1,0.071E-1,
2011-7-5,8.48,11.00,2.457E-1,0.042E-1,0.025E-1,0.037E-1,
2011-7-5,11.00,16.60,8.655E-2,0.156E-2,0.087E-2,0.129E-2,
2011-7-5,16.60,22.80,2.475E-2,0.068E-2,0.025E-2,0.037E-2,
2011-7-5,22.80,41.90,6.100E-3,0.162E-3,0.061E-3,0.091E-3,
2011-7-6,1.00,1.71,2.271E+1,0.067E+1,0.045E+1,0.066E+1,
2011-7-6,1.71,2.97,1.0510E+1,0.018E+1,0.016E+1,0.022E+1,
2011-7-6,2.97,4.02,4.493E+0,0.089E+0,0.045E+0,0.074E+0,
2011-7-6,4.02,5.90,1.908E+0,0.035E+0,0.019E+0,0.028E+0,
2011-7-6,5.90,7.09,8.676E-1,0.239E-1,0.087E-1,0.129E-1,
2011-7-6,7.09,8.48,4.692E-1,0.149E-1,0.047E-1,0.070E-1,
2011-7-6,8.48,11.00,2.521E-1,0.076E-1,0.025E-1,0.037E-1,
2011-7-6,11.00,16.60,8.457E-2,0.266E-2,0.085E-2,0.126E-2,
2011-7-6,16.60,22.80,2.647E-2,0.124E-2,0.026E-2,0.039E-2,
2011-7-6,22.80,41.90,6.273E-3,0.314E-3,0.063E-3,0.093E-3,
2011-7-7,1.00,1.71,2.015E+1,0.056E+1,0.040E+1,0.058E+1,
2011-7-7,1.71,2.97,9.834E+0,0.080E+0,0.148E+0,0.209E+0,
2011-7-7,2.97,4.02,4.293E+0,0.047E+0,0.043E+0,0.070E+0,
2011-7-7,4.02,5.90,1.835E+0,0.019E+0,0.018E+0,0.027E+0,
2011-7-7,5.90,7.09,8.235E-1,0.130E-1,0.082E-1,0.122E-1,
2011-7-7,7.09,8.48,4.964E-1,0.087E-1,0.050E-1,0.074E-1,
2011-7-7,8.48,11.00,2.421E-1,0.044E-1,0.024E-1,0.036E-1,
2011-7-7,11.00,16.60,8.6510E-2,0.165E-2,0.087E-2,0.129E-2,
2011-7-7,16.60,22.80,2.572E-2,0.075E-2,0.026E-2,0.038E-2,
2011-7-7,22.80,41.90,5.367E-3,0.162E-3,0.054E-3,0.080E-3,
2011-7-8,1.00,1.71,2.032E+1,0.053E+1,0.041E+1,0.059E+1,
2011-7-8,1.71,2.97,9.9910E+0,0.074E+0,0.150E+0,0.212E+0,
2011-7-8,2.97,4.02,4.329E+0,0.041E+0,0.043E+0,0.071E+0,
2011-7-8,4.02,5.90,1.899E+0,0.016E+0,0.019E+0,0.028E+0,
2011-7-8,5.90,7.09,8.549E-1,0.115E-1,0.085E-1,0.127E-1,
2011-7-8,7.09,8.48,4.873E-1,0.075E-1,0.049E-1,0.072E-1,
2011-7-8,8.48,11.00,2.426E-1,0.038E-1,0.024E-1,0.036E-1,
2011-7-8,11.00,16.60,8.859E-2,0.146E-2,0.089E-2,0.132E-2,
2011-7-8,16.60,22.80,2.607E-2,0.066E-2,0.026E-2,0.039E-2,
2011-7-8,22.80,41.90,5.8710E-3,0.149E-3,0.059E-3,0.087E-3,
2011-7-9,1.00,1.71,2.223E+1,0.055E+1,0.044E+1,0.064E+1,
2011-7-9,1.71,2.97,1.042E+1,0.008E+1,0.016E+1,0.022E+1,
2011-7-9,2.97,4.02,4.524E+0,0.042E+0,0.045E+0,0.074E+0,
2011-7-9,4.02,5.90,1.926E+0,0.016E+0,0.019E+0,0.029E+0,
2011-7-9,5.90,7.09,8.749E-1,0.114E-1,0.087E-1,0.130E-1,
2011-7-9,7.09,8.48,4.868E-1,0.074E-1,0.049E-1,0.072E-1,
2011-7-9,8.48,11.00,2.492E-1,0.038E-1,0.025E-1,0.037E-1,
2011-7-9,11.00,16.60,8.582E-2,0.139E-2,0.086E-2,0.128E-2,
2011-7-9,16.60,22.80,2.661E-2,0.064E-2,0.027E-2,0.040E-2,
2011-7-9,22.80,41.90,5.754E-3,0.142E-3,0.058E-3,0.086E-3,
2011-7-10,1.00,1.71,2.121E+1,0.046E+1,0.042E+1,0.062E+1,
2011-7-10,1.71,2.97,1.039E+1,0.008E+1,0.016E+1,0.022E+1,
2011-7-10,2.97,4.02,4.465E+0,0.044E+0,0.045E+0,0.073E+0,
2011-7-10,4.02,5.90,1.918E+0,0.017E+0,0.019E+0,0.029E+0,
2011-7-10,5.90,7.09,8.572E-1,0.116E-1,0.086E-1,0.127E-1,
2011-7-10,7.09,8.48,4.935E-1,0.075E-1,0.049E-1,0.073E-1,
2011-7-10,8.48,11.00,2.553E-1,0.039E-1,0.026E-1,0.038E-1,
2011-7-10,11.00,16.60,8.525E-2,0.140E-2,0.085E-2,0.127E-2,
2011-7-10,16.60,22.80,2.581E-2,0.063E-2,0.026E-2,0.038E-2,
2011-7-10,22.80,41.90,6.307E-3,0.150E-3,0.063E-3,0.094E-3,
2011-7-11,1.00,1.71,2.125E+1,0.047E+1,0.042E+1,0.062E+1,
2011-7-11,1.71,2.97,1.018E+1,0.008E+1,0.015E+1,0.022E+1,
2011-7-11,2.97,4.02,4.417E+0,0.043E+0,0.044E+0,0.072E+0,
2011-7-11,4.02,5.90,1.863E+0,0.017E+0,0.019E+0,0.028E+0,
2011-7-11,5.90,7.09,8.548E-1,0.116E-1,0.085E-1,0.127E-1,
2011-7-11,7.09,8.48,4.938E-1,0.075E-1,0.049E-1,0.073E-1,
2011-7-11,8.48,11.00,2.528E-1,0.038E-1,0.025E-1,0.038E-1,
2011-7-11,11.00,16.60,8.483E-2,0.141E-2,0.085E-2,0.126E-2,
2011-7-11,16.60,22.80,2.635E-2,0.065E-2,0.026E-2,0.039E-2,
2011-7-11,22.80,41.90,5.913E-3,0.146E-3,0.059E-3,0.088E-3,
2011-7-12,1.00,1.71,2.106E+1,0.049E+1,0.042E+1,0.061E+1,
2011-7-12,1.71,2.97,9.993E+0,0.076E+0,0.150E+0,0.212E+0,
2011-7-12,2.97,4.02,4.400E+0,0.042E+0,0.044E+0,0.072E+0,
2011-7-12,4.02,5.90,1.862E+0,0.016E+0,0.019E+0,0.028E+0,
2011-7-12,5.90,7.09,8.144E-1,0.111E-1,0.081E-1,0.121E-1,
2011-7-12,7.09,8.48,4.881E-1,0.074E-1,0.049E-1,0.073E-1,
2011-7-12,8.48,11.00,2.484E-1,0.038E-1,0.025E-1,0.037E-1,
2011-7-12,11.00,16.60,8.459E-2,0.140E-2,0.085E-2,0.126E-2,
2011-7-12,16.60,22.80,2.364E-2,0.061E-2,0.024E-2,0.035E-2,
2011-7-12,22.80,41.90,5.758E-3,0.145E-3,0.058E-3,0.086E-3,
2011-7-13,1.00,1.71,2.132E+1,0.049E+1,0.043E+1,0.062E+1,
2011-7-13,1.71,2.97,1.009E+1,0.008E+1,0.015E+1,0.021E+1,
2011-7-13,2.97,4.02,4.364E+0,0.045E+0,0.044E+0,0.072E+0,
2011-7-13,4.02,5.90,1.896E+0,0.017E+0,0.019E+0,0.028E+0,
2011-7-13,5.90,7.09,8.605E-1,0.119E-1,0.086E-1,0.128E-1,
2011-7-13,7.09,8.48,4.821E-1,0.075E-1,0.048E-1,0.072E-1,
2011-7-13,8.48,11.00,2.437E-1,0.038E-1,0.024E-1,0.036E-1,
2011-7-13,11.00,16.60,8.411E-2,0.143E-2,0.084E-2,0.125E-2,
2011-7-13,16.60,22.80,2.524E-2,0.065E-2,0.025E-2,0.038E-2,
2011-7-13,22.80,41.90,5.691E-3,0.147E-3,0.057E-3,0.085E-3,
2011-7-14,1.00,1.71,2.197E+1,0.048E+1,0.044E+1,0.064E+1,
2011-7-14,1.71,2.97,1.021E+1,0.008E+1,0.015E+1,0.022E+1,
2011-7-14,2.97,4.02,4.455E+0,0.043E+0,0.045E+0,0.073E+0,
2011-7-14,4.02,5.90,1.918E+0,0.017E+0,0.019E+0,0.029E+0,
2011-7-14,5.90,7.09,8.575E-1,0.116E-1,0.086E-1,0.127E-1,
2011-7-14,7.09,8.48,5.032E-1,0.076E-1,0.050E-1,0.075E-1,
2011-7-14,8.48,11.00,2.559E-1,0.039E-1,0.026E-1,0.038E-1,
2011-7-14,11.00,16.60,8.266E-2,0.139E-2,0.083E-2,0.123E-2,
2011-7-14,16.60,22.80,2.578E-2,0.064E-2,0.026E-2,0.038E-2,
2011-7-14,22.80,41.90,5.974E-3,0.147E-3,0.060E-3,0.089E-3,
2011-7-15,1.00,1.71,2.145E+1,0.048E+1,0.043E+1,0.062E+1,
2011-7-15,1.71,2.97,1.056E+1,0.008E+1,0.016E+1,0.022E+1,
2011-7-15,2.97,4.02,4.507E+0,0.044E+0,0.045E+0,0.074E+0,
2011-7-15,4.02,5.90,1.931E+0,0.017E+0,0.019E+0,0.029E+0,
2011-7-15,5.90,7.09,8.797E-1,0.117E-1,0.088E-1,0.131E-1,
2011-7-15,7.09,8.48,5.015E-1,0.075E-1,0.050E-1,0.075E-1,
2011-7-15,8.48,11.00,2.531E-1,0.038E-1,0.025E-1,0.038E-1,
2011-7-15,11.00,16.60,8.573E-2,0.142E-2,0.086E-2,0.127E-2,
2011-7-15,16.60,22.80,2.597E-2,0.065E-2,0.026E-2,0.039E-2,
2011-7-15,22.80,41.90,5.955E-3,0.147E-3,0.060E-3,0.089E-3,
2011-7-16,1.00,1.71,2.147E+1,0.047E+1,0.043E+1,0.062E+1,
2011-7-16,1.71,2.97,1.062E+1,0.009E+1,0.016E+1,0.023E+1,
2011-7-16,2.97,4.02,4.623E+0,0.047E+0,0.046E+0,0.076E+0,
2011-7-16,4.02,5.90,1.975E+0,0.018E+0,0.020E+0,0.029E+0,
2011-7-16,5.90,7.09,8.864E-1,0.123E-1,0.089E-1,0.132E-1,
2011-7-16,7.09,8.48,5.0910E-1,0.079E-1,0.051E-1,0.076E-1,
2011-7-16,8.48,11.00,2.488E-1,0.039E-1,0.025E-1,0.037E-1,
2011-7-16,11.00,16.60,8.785E-2,0.148E-2,0.088E-2,0.131E-2,
2011-7-16,16.60,22.80,2.647E-2,0.068E-2,0.026E-2,0.039E-2,
2011-7-16,22.80,41.90,5.710E-3,0.148E-3,0.057E-3,0.085E-3,
2011-7-17,1.00,1.71,2.293E+1,0.053E+1,0.046E+1,0.066E+1,
2011-7-17,1.71,2.97,1.078E+1,0.008E+1,0.016E+1,0.023E+1,
2011-7-17,2.97,4.02,4.693E+0,0.046E+0,0.047E+0,0.077E+0,
2011-7-17,4.02,5.90,1.974E+0,0.018E+0,0.020E+0,0.029E+0,
2011-7-17,5.90,7.09,9.031E-1,0.124E-1,0.090E-1,0.134E-1,
2011-7-17,7.09,8.48,5.155E-1,0.080E-1,0.052E-1,0.077E-1,
2011-7-17,8.48,11.00,2.636E-1,0.041E-1,0.026E-1,0.039E-1,
2011-7-17,11.00,16.60,8.910E-2,0.150E-2,0.089E-2,0.132E-2,
2011-7-17,16.60,22.80,2.609E-2,0.067E-2,0.026E-2,0.039E-2,
2011-7-17,22.80,41.90,5.854E-3,0.151E-3,0.059E-3,0.087E-3,
2011-7-18,1.00,1.71,2.276E+1,0.051E+1,0.046E+1,0.066E+1,
2011-7-18,1.71,2.97,1.093E+1,0.008E+1,0.016E+1,0.023E+1,
2011-7-18,2.97,4.02,4.722E+0,0.045E+0,0.047E+0,0.077E+0,
2011-7-18,4.02,5.90,2.018E+0,0.017E+0,0.020E+0,0.030E+0,
2011-7-18,5.90,7.09,8.956E-1,0.119E-1,0.090E-1,0.133E-1,
2011-7-18,7.09,8.48,5.083E-1,0.076E-1,0.051E-1,0.076E-1,
2011-7-18,8.48,11.00,2.598E-1,0.039E-1,0.026E-1,0.039E-1,
2011-7-18,11.00,16.60,8.657E-2,0.143E-2,0.087E-2,0.129E-2,
2011-7-18,16.60,22.80,2.493E-2,0.064E-2,0.025E-2,0.037E-2,
2011-7-18,22.80,41.90,5.7910E-3,0.146E-3,0.058E-3,0.086E-3,
2011-7-19,1.00,1.71,2.307E+1,0.066E+1,0.046E+1,0.067E+1,
2011-7-19,1.71,2.97,1.061E+1,0.008E+1,0.016E+1,0.023E+1,
2011-7-19,2.97,4.02,4.605E+0,0.043E+0,0.046E+0,0.076E+0,
2011-7-19,4.02,5.90,1.984E+0,0.017E+0,0.020E+0,0.029E+0,
2011-7-19,5.90,7.09,9.031E-1,0.118E-1,0.090E-1,0.134E-1,
2011-7-19,7.09,8.48,5.144E-1,0.076E-1,0.051E-1,0.076E-1,
2011-7-19,8.48,11.00,2.527E-1,0.038E-1,0.025E-1,0.038E-1,
2011-7-19,11.00,16.60,8.921E-2,0.144E-2,0.089E-2,0.133E-2,
2011-7-19,16.60,22.80,2.537E-2,0.063E-2,0.025E-2,0.038E-2,
2011-7-19,22.80,41.90,5.958E-3,0.145E-3,0.060E-3,0.089E-3,
2011-7-20,1.00,1.71,2.120E+1,0.065E+1,0.042E+1,0.061E+1,
2011-7-20,1.71,2.97,1.051E+1,0.008E+1,0.016E+1,0.022E+1,
2011-7-20,2.97,4.02,4.583E+0,0.044E+0,0.046E+0,0.075E+0,
2011-7-20,4.02,5.90,1.998E+0,0.017E+0,0.020E+0,0.030E+0,
2011-7-20,5.90,7.09,8.930E-1,0.119E-1,0.089E-1,0.133E-1,
2011-7-20,7.09,8.48,5.078E-1,0.077E-1,0.051E-1,0.075E-1,
2011-7-20,8.48,11.00,2.637E-1,0.040E-1,0.026E-1,0.039E-1,
2011-7-20,11.00,16.60,8.698E-2,0.143E-2,0.087E-2,0.129E-2,
2011-7-20,16.60,22.80,2.479E-2,0.062E-2,0.025E-2,0.037E-2,
2011-7-20,22.80,41.90,5.857E-3,0.145E-3,0.059E-3,0.087E-3,
2011-7-21,1.00,1.71,2.175E+1,0.071E+1,0.044E+1,0.063E+1,
2011-7-21,1.71,2.97,1.060E+1,0.009E+1,0.016E+1,0.022E+1,
2011-7-21,2.97,4.02,4.594E+0,0.050E+0,0.046E+0,0.075E+0,
2011-7-21,4.02,5.90,2.018E+0,0.019E+0,0.020E+0,0.030E+0,
2011-7-21,5.90,7.09,8.824E-1,0.123E-1,0.088E-1,0.131E-1,
2011-7-21,7.09,8.48,5.233E-1,0.082E-1,0.052E-1,0.078E-1,
2011-7-21,8.48,11.00,2.597E-1,0.041E-1,0.026E-1,0.039E-1,
2011-7-21,11.00,16.60,9.204E-2,0.154E-2,0.092E-2,0.137E-2,
2011-7-21,16.60,22.80,2.816E-2,0.070E-2,0.028E-2,0.042E-2,
2011-7-21,22.80,41.90,6.299E-3,0.159E-3,0.063E-3,0.094E-3,
2011-7-22,1.00,1.71,2.273E+1,0.070E+1,0.045E+1,0.066E+1,
