bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,center_date
2507,56.1,60.3,0.04445,0.0003,0.00017,0.00061,2017-05-23
2508,1.92,2.15,102.3,0.2,0.8,1.5,2017-06-19
2508,2.15,2.4,90.03,0.17,0.52,1.15,2017-06-19
2508,2.4,2.67,77.97,0.14,0.42,0.9,2017-06-19
2508,2.67,2.97,67.53,0.12,0.32,0.75,2017-06-19
2508,2.97,3.29,57.54,0.1,0.26,0.62,2017-06-19
2508,3.29,3.64,48.32,0.08,0.21,0.52,2017-06-19
2508,3.64,4.02,40.14,0.07,0.16,0.43,2017-06-19
2508,4.02,4.43,33.14,0.05,0.13,0.36,2017-06-19
2508,4.43,4.88,27.35,0.04,0.1,0.29,2017-06-19
2508,4.88,5.37,22.32,0.04,0.08,0.24,2017-06-19
2508,5.37,5.9,18.25,0.03,0.06,0.2,2017-06-19
2508,5.9,6.47,14.83,0.03,0.05,0.16,2017-06-19
2508,6.47,7.09,11.99,0.02,0.04,0.13,2017-06-19
2508,7.09,7.76,9.698,0.017,0.031,0.108,2017-06-19
2508,7.76,8.48,7.845,0.015,0.025,0.088,2017-06-19
2508,8.48,9.26,6.317,0.012,0.02,0.071,2017-06-19
2508,9.26,10.1,5.109,0.01,0.016,0.058,2017-06-19
2508,10.1,11.0,4.117,0.009,0.013,0.047,2017-06-19
2508,11.0,12.0,3.328,0.007,0.01,0.038,2017-06-19
2508,12.0,13.0,2.691,0.006,0.008,0.031,2017-06-19
2508,13.0,14.1,2.187,0.005,0.007,0.025,2017-06-19
2508,14.1,15.3,1.78,0.004,0.005,0.021,2017-06-19
2508,15.3,16.6,1.439,0.004,0.004,0.017,2017-06-19
2508,16.6,18.0,1.162,0.003,0.004,0.014,2017-06-19
2508,18.0,19.5,0.9441,0.0025,0.0029,0.0113,2017-06-19
2508,19.5,21.1,0.7659,0.0021,0.0023,0.0092,2017-06-19
2508,21.1,22.8,0.6192,0.0018,0.0019,0.0075,2017-06-19
2508,22.8,24.7,0.5017,0.0015,0.0015,0.0061,2017-06-19
2508,24.7,26.7,0.4087,0.0013,0.0013,0.005,2017-06-19
2508,26.7,28.8,0.3318,0.0012,0.001,0.0041,2017-06-19
2508,28.8,31.1,0.2712,0.001,0.0008,0.0034,2017-06-19
2508,31.1,33.5,0.2215,0.0009,0.0007,0.0028,2017-06-19
2508,33.5,36.1,0.1812,0.0008,0.0006,0.0023,2017-06-19
2508,36.1,38.9,0.1486,0.0007,0.0005,0.0019,2017-06-19
2508,38.9,41.9,0.1201,0.0006,0.0004,0.0015,2017-06-19
2508,41.9,45.1,0.1001,0.0005,0.0003,0.0013,2017-06-19
2508,45.1,48.5,0.08144,0.00046,0.00025,0.00107,2017-06-19
2508,48.5,52.2,0.06611,0.00039,0.0002,0.00088,2017-06-19
2508,52.2,56.1,0.0547,0.00035,0.00017,0.00074,2017-06-19
2508,56.1,60.3,0.04501,0.00031,0.00014,0.00062,2017-06-19
2509,1.92,2.15,98.83,0.2,0.84,1.49,2017-07-16
2509,2.15,2.4,87.01,0.17,0.62,1.11,2017-07-16
2509,2.4,2.67,75.86,0.14,0.53,0.88,2017-07-16
2509,2.67,2.97,65.67,0.12,0.43,0.73,2017-07-16
2509,2.97,3.29,56.1,0.1,0.36,0.61,2017-07-16
2509,3.29,3.64,47.19,0.08,0.3,0.51,2017-07-16
2509,3.64,4.02,39.27,0.07,0.24,0.42,2017-07-16
2509,4.02,4.43,32.4,0.05,0.2,0.35,2017-07-16
2509,4.43,4.88,26.71,0.04,0.16,0.29,2017-07-16
2509,4.88,5.37,21.83,0.04,0.13,0.24,2017-07-16
2509,5.37,5.9,17.87,0.03,0.1,0.2,2017-07-16
2509,5.9,6.47,14.52,0.03,0.08,0.16,2017-07-16
2509,6.47,7.09,11.77,0.02,0.07,0.13,2017-07-16
2509,7.09,7.76,9.512,0.017,0.054,0.106,2017-07-16
2509,7.76,8.48,7.671,0.014,0.043,0.086,2017-07-16
2509,8.48,9.26,6.243,0.012,0.035,0.07,2017-07-16
2509,9.26,10.1,5.029,0.01,0.028,0.057,2017-07-16
2509,10.1,11.0,4.067,0.009,0.023,0.046,2017-07-16
2509,11.0,12.0,3.273,0.007,0.018,0.037,2017-07-16
2509,12.0,13.0,2.659,0.006,0.015,0.031,2017-07-16
2509,13.0,14.1,2.168,0.005,0.012,0.025,2017-07-16
2509,14.1,15.3,1.764,0.004,0.01,0.021,2017-07-16
2509,15.3,16.6,1.419,0.004,0.008,0.017,2017-07-16
2509,16.6,18.0,1.146,0.003,0.006,0.014,2017-07-16
2509,18.0,19.5,0.9344,0.0025,0.0053,0.0112,2017-07-16
2509,19.5,21.1,0.7577,0.0021,0.0043,0.0091,2017-07-16
2509,21.1,22.8,0.6151,0.0018,0.0035,0.0075,2017-07-16
2509,22.8,24.7,0.5002,0.0015,0.0028,0.0061,2017-07-16
2509,24.7,26.7,0.405,0.0013,0.0023,0.005,2017-07-16
2509,26.7,28.8,0.3299,0.0012,0.0019,0.0041,2017-07-16
2509,28.8,31.1,0.2687,0.001,0.0015,0.0033,2017-07-16
2509,31.1,33.5,0.2178,0.0009,0.0012,0.0027,2017-07-16
2509,33.5,36.1,0.1801,0.0008,0.001,0.0023,2017-07-16
2509,36.1,38.9,0.1475,0.0007,0.0008,0.0019,2017-07-16
2509,38.9,41.9,0.1209,0.0006,0.0007,0.0015,2017-07-16
2509,41.9,45.1,0.09854,0.00052,0.00055,0.00127,2017-07-16
2509,45.1,48.5,0.08081,0.00046,0.00045,0.00106,2017-07-16
2509,48.5,52.2,0.06642,0.0004,0.00037,0.00088,2017-07-16
2509,52.2,56.1,0.05384,0.00035,0.0003,0.00073,2017-07-16
2509,56.1,60.3,0.04446,0.0003,0.00025,0.00061,2017-07-16
2510,1.92,2.15,91.54,0.19,0.57,1.38,2017-08-12
2510,2.15,2.4,81.36,0.16,0.41,1.04,2017-08-12
2510,2.4,2.67,71.23,0.13,0.35,0.83,2017-08-12
2510,2.67,2.97,62.05,0.11,0.28,0.69,2017-08-12
2510,2.97,3.29,53.5,0.1,0.23,0.58,2017-08-12
2510,3.29,3.64,45.2,0.08,0.19,0.49,2017-08-12
2510,3.64,4.02,37.83,0.06,0.16,0.41,2017-08-12
2510,4.02,4.43,31.39,0.05,0.12,0.34,2017-08-12
2510,4.43,4.88,25.91,0.04,0.1,0.28,2017-08-12
2510,4.88,5.37,21.32,0.04,0.08,0.23,2017-08-12
2510,5.37,5.9,17.43,0.03,0.06,0.19,2017-08-12
2510,5.9,6.47,14.31,0.02,0.05,0.16,2017-08-12
2510,6.47,7.09,11.6,0.02,0.04,0.13,2017-08-12
2510,7.09,7.76,9.403,0.017,0.033,0.104,2017-08-12
2510,7.76,8.48,7.569,0.014,0.027,0.084,2017-08-12
2510,8.48,9.26,6.151,0.012,0.022,0.069,2017-08-12
2510,9.26,10.1,4.96,0.01,0.017,0.056,2017-08-12
2510,10.1,11.0,4.018,0.009,0.014,0.046,2017-08-12
2510,11.0,12.0,3.252,0.007,0.011,0.037,2017-08-12
2510,12.0,13.0,2.642,0.006,0.009,0.03,2017-08-12
2510,13.0,14.1,2.153,0.005,0.007,0.025,2017-08-12
2510,14.1,15.3,1.747,0.004,0.006,0.02,2017-08-12
2510,15.3,16.6,1.414,0.004,0.005,0.017,2017-08-12
2510,16.6,18.0,1.149,0.003,0.004,0.014,2017-08-12
2510,18.0,19.5,0.9284,0.0025,0.0032,0.0111,2017-08-12
2510,19.5,21.1,0.7561,0.0021,0.0026,0.0091,2017-08-12
2510,21.1,22.8,0.6115,0.0018,0.0021,0.0074,2017-08-12
2510,22.8,24.7,0.5003,0.0015,0.0017,0.0061,2017-08-12
2510,24.7,26.7,0.4034,0.0013,0.0014,0.005,2017-08-12
2510,26.7,28.8,0.3295,0.0012,0.0011,0.0041,2017-08-12
2510,28.8,31.1,0.2693,0.001,0.0009,0.0033,2017-08-12
2510,31.1,33.5,0.2203,0.0009,0.0008,0.0028,2017-08-12
2510,33.5,36.1,0.1804,0.0008,0.0006,0.0023,2017-08-12
2510,36.1,38.9,0.1457,0.0007,0.0005,0.0018,2017-08-12
2510,38.9,41.9,0.1211,0.0006,0.0004,0.0015,2017-08-12
2510,41.9,45.1,0.09915,0.00052,0.00034,0.00128,2017-08-12
2510,45.1,48.5,0.08143,0.00045,0.00028,0.00107,2017-08-12
2510,48.5,52.2,0.06628,0.00039,0.00023,0.00088,2017-08-12
2510,52.2,56.1,0.05391,0.00035,0.00019,0.00073,2017-08-12
2510,56.1,60.3,0.04505,0.0003,0.00016,0.00062,2017-08-12
2511,1.92,2.15,91.41,0.21,0.64,1.38,2017-09-08
2511,2.15,2.4,80.45,0.18,0.47,1.03,2017-09-08
2511,2.4,2.67,71.08,0.14,0.41,0.82,2017-09-08
2511,2.67,2.97,61.57,0.12,0.34,0.68,2017-09-08
2511,2.97,3.29,52.85,0.1,0.28,0.57,2017-09-08
2511,3.29,3.64,44.87,0.09,0.24,0.48,2017-09-08
2511,3.64,4.02,37.44,0.07,0.19,0.4,2017-09-08
2511,4.02,4.43,31.17,0.05,0.16,0.33,2017-09-08
2511,4.43,4.88,25.88,0.04,0.13,0.28,2017-09-08
2511,4.88,5.37,21.18,0.04,0.1,0.23,2017-09-08
2511,5.37,5.9,17.39,0.03,0.08,0.19,2017-09-08
2511,5.9,6.47,14.17,0.03,0.07,0.16,2017-09-08
2511,6.47,7.09,11.55,0.02,0.06,0.13,2017-09-08
2511,7.09,7.76,9.357,0.017,0.045,0.104,2017-09-08
2511,7.76,8.48,7.585,0.015,0.036,0.085,2017-09-08
2511,8.48,9.26,6.15,0.012,0.029,0.069,2017-09-08
2511,9.26,10.1,4.971,0.01,0.024,0.056,2017-09-08
2511,10.1,11.0,4.019,0.009,0.019,0.046,2017-09-08
2511,11.0,12.0,3.245,0.007,0.015,0.037,2017-09-08
2511,12.0,13.0,2.625,0.006,0.012,0.03,2017-09-08
2511,13.0,14.1,2.142,0.005,0.01,0.025,2017-09-08
2511,14.1,15.3,1.742,0.004,0.008,0.02,2017-09-08
2511,15.3,16.6,1.41,0.004,0.007,0.017,2017-09-08
2511,16.6,18.0,1.147,0.003,0.005,0.014,2017-09-08
2511,18.0,19.5,0.9247,0.0025,0.0044,0.0111,2017-09-08
2511,19.5,21.1,0.7514,0.0021,0.0036,0.0091,2017-09-08
2511,21.1,22.8,0.6105,0.0018,0.0029,0.0074,2017-09-08
2511,22.8,24.7,0.5005,0.0015,0.0024,0.0061,2017-09-08
2511,24.7,26.7,0.404,0.0013,0.0019,0.005,2017-09-08
2511,26.7,28.8,0.3308,0.0012,0.0016,0.0041,2017-09-08
2511,28.8,31.1,0.2705,0.001,0.0013,0.0034,2017-09-08
2511,31.1,33.5,0.2194,0.0009,0.001,0.0027,2017-09-08
2511,33.5,36.1,0.1793,0.0008,0.0009,0.0023,2017-09-08
2511,36.1,38.9,0.1454,0.0007,0.0007,0.0018,2017-09-08
2511,38.9,41.9,0.1203,0.0006,0.0006,0.0015,2017-09-08
2511,41.9,45.1,0.09875,0.00052,0.00047,0.00128,2017-09-08
2511,45.1,48.5,0.08056,0.00046,0.00038,0.00105,2017-09-08
2511,48.5,52.2,0.06583,0.0004,0.00031,0.00087,2017-09-08
2511,52.2,56.1,0.05492,0.00035,0.00026,0.00074,2017-09-08
2511,56.1,60.3,0.04417,0.0003,0.00021,0.00061,2017-09-08
2512,1.92,2.15,88.82,0.19,0.57,1.34,2017-10-05
2512,2.15,2.4,79.16,0.16,0.44,1.01,2017-10-05
2512,2.4,2.67,69.58,0.13,0.38,0.81,2017-10-05
2512,2.67,2.97,60.64,0.11,0.31,0.67,2017-10-05
2512,2.97,3.29,52.22,0.1,0.26,0.57,2017-10-05
2512,3.29,3.64,44.29,0.08,0.22,0.48,2017-10-05
2512,3.64,4.02,37.15,0.06,0.18,0.4,2017-10-05
2512,4.02,4.43,30.94,0.05,0.15,0.33,2017-10-05
2512,4.43,4.88,25.69,0.04,0.12,0.28,2017-10-05
2512,4.88,5.37,21.11,0.04,0.1,0.23,2017-10-05
2512,5.37,5.9,17.3,0.03,0.08,0.19,2017-10-05
2512,5.9,6.47,14.12,0.02,0.06,0.16,2017-10-05
2512,6.47,7.09,11.51,0.02,0.05,0.13,2017-10-05
2512,7.09,7.76,9.324,0.017,0.042,0.104,2017-10-05
2512,7.76,8.48,7.562,0.014,0.034,0.084,2017-10-05
2512,8.48,9.26,6.099,0.012,0.027,0.068,2017-10-05
2512,9.26,10.1,4.945,0.01,0.022,0.056,2017-10-05
2512,10.1,11.0,4.016,0.009,0.018,0.046,2017-10-05
2512,11.0,12.0,3.251,0.007,0.014,0.037,2017-10-05
2512,12.0,13.0,2.64,0.006,0.012,0.03,2017-10-05
2512,13.0,14.1,2.142,0.005,0.009,0.025,2017-10-05
2512,14.1,15.3,1.747,0.004,0.008,0.02,2017-10-05
2512,15.3,16.6,1.419,0.004,0.006,0.017,2017-10-05
2512,16.6,18.0,1.144,0.003,0.005,0.014,2017-10-05
2512,18.0,19.5,0.9291,0.0025,0.0041,0.0111,2017-10-05
2512,19.5,21.1,0.7519,0.0021,0.0033,0.0091,2017-10-05
2512,21.1,22.8,0.615,0.0018,0.0027,0.0075,2017-10-05
2512,22.8,24.7,0.4973,0.0015,0.0022,0.0061,2017-10-05
2512,24.7,26.7,0.4044,0.0013,0.0018,0.005,2017-10-05
2512,26.7,28.8,0.3289,0.0012,0.0014,0.0041,2017-10-05
2512,28.8,31.1,0.2705,0.001,0.0012,0.0034,2017-10-05
2512,31.1,33.5,0.2209,0.0009,0.001,0.0028,2017-10-05
2512,33.5,36.1,0.1814,0.0008,0.0008,0.0023,2017-10-05
2512,36.1,38.9,0.1468,0.0007,0.0006,0.0019,2017-10-05
2512,38.9,41.9,0.1203,0.0006,0.0005,0.0015,2017-10-05
2512,41.9,45.1,0.09877,0.00052,0.00043,0.00128,2017-10-05
2512,45.1,48.5,0.0813,0.00046,0.00036,0.00106,2017-10-05
2512,48.5,52.2,0.06577,0.00039,0.00029,0.00087,2017-10-05
2512,52.2,56.1,0.05396,0.00035,0.00024,0.00073,2017-10-05
2512,56.1,60.3,0.0446,0.0003,0.0002,0.00061,2017-10-05
2513,1.92,2.15,94.63,0.2,0.61,1.42,2017-11-01
2513,2.15,2.4,84.02,0.17,0.43,1.07,2017-11-01
2513,2.4,2.67,73.34,0.14,0.36,0.85,2017-11-01
2513,2.67,2.97,63.67,0.11,0.28,0.7,2017-11-01
2513,2.97,3.29,54.86,0.1,0.23,0.59,2017-11-01
2513,3.29,3.64,46.32,0.08,0.19,0.5,2017-11-01
2513,3.64,4.02,38.61,0.07,0.15,0.41,2017-11-01
2513,4.02,4.43,31.97,0.05,0.12,0.34,2017-11-01
2513,4.43,4.88,26.54,0.04,0.1,0.29,2017-11-01
2513,4.88,5.37,21.76,0.04,0.08,0.24,2017-11-01
2513,5.37,5.9,17.81,0.03,0.06,0.19,2017-11-01
2513,5.9,6.47,14.51,0.03,0.05,0.16,2017-11-01
2513,6.47,7.09,11.76,0.02,0.04,0.13,2017-11-01
2513,7.09,7.76,9.501,0.017,0.031,0.105,2017-11-01
2513,7.76,8.48,7.708,0.014,0.025,0.086,2017-11-01
2513,8.48,9.26,6.227,0.012,0.02,0.07,2017-11-01
2513,9.26,10.1,5.026,0.01,0.016,0.057,2017-11-01
2513,10.1,11.0,4.065,0.009,0.013,0.046,2017-11-01
2513,11.0,12.0,3.301,0.007,0.011,0.038,2017-11-01
2513,12.0,13.0,2.662,0.006,0.008,0.031,2017-11-01
2513,13.0,14.1,2.17,0.005,0.007,0.025,2017-11-01
2513,14.1,15.3,1.754,0.004,0.006,0.02,2017-11-01
2513,15.3,16.6,1.425,0.004,0.005,0.017,2017-11-01
2513,16.6,18.0,1.15,0.003,0.004,0.014,2017-11-01
2513,18.0,19.5,0.9345,0.0025,0.003,0.0112,2017-11-01
2513,19.5,21.1,0.7557,0.0021,0.0024,0.0091,2017-11-01
2513,21.1,22.8,0.6136,0.0018,0.002,0.0074,2017-11-01
2513,22.8,24.7,0.4998,0.0015,0.0016,0.0061,2017-11-01
2513,24.7,26.7,0.4084,0.0013,0.0013,0.005,2017-11-01
2513,26.7,28.8,0.3317,0.0012,0.0011,0.0041,2017-11-01
2513,28.8,31.1,0.2716,0.001,0.0009,0.0034,2017-11-01
2513,31.1,33.5,0.2222,0.0009,0.0007,0.0028,2017-11-01
2513,33.5,36.1,0.18,0.0008,0.0006,0.0023,2017-11-01
2513,36.1,38.9,0.1476,0.0007,0.0005,0.0019,2017-11-01
2513,38.9,41.9,0.122,0.0006,0.0004,0.0016,2017-11-01
2513,41.9,45.1,0.09925,0.00052,0.00032,0.00128,2017-11-01
2513,45.1,48.5,0.08075,0.00045,0.00026,0.00106,2017-11-01
2513,48.5,52.2,0.06605,0.00039,0.00021,0.00088,2017-11-01
2513,52.2,56.1,0.0546,0.00035,0.00017,0.00074,2017-11-01
2513,56.1,60.3,0.04413,0.0003,0.00014,0.00061,2017-11-01
2514,1.92,2.15,100.7,0.2,0.8,1.5,2017-11-28
2514,2.15,2.4,88.26,0.17,0.52,1.13,2017-11-28
2514,2.4,2.67,77.28,0.14,0.43,0.9,2017-11-28
2514,2.67,2.97,66.34,0.12,0.34,0.73,2017-11-28
2514,2.97,3.29,56.71,0.1,0.27,0.61,2017-11-28
2514,3.29,3.64,47.68,0.08,0.22,0.51,2017-11-28
2514,3.64,4.02,39.68,0.07,0.18,0.42,2017-11-28
2514,4.02,4.43,32.83,0.05,0.14,0.35,2017-11-28
2514,4.43,4.88,27.02,0.04,0.11,0.29,2017-11-28
2514,4.88,5.37,22.23,0.04,0.09,0.24,2017-11-28
2514,5.37,5.9,18.14,0.03,0.07,0.2,2017-11-28
2514,5.9,6.47,14.76,0.03,0.06,0.16,2017-11-28
2514,6.47,7.09,11.91,0.02,0.04,0.13,2017-11-28
2514,7.09,7.76,9.659,0.017,0.036,0.107,2017-11-28
2514,7.76,8.48,7.777,0.014,0.029,0.087,2017-11-28
2514,8.48,9.26,6.297,0.012,0.023,0.071,2017-11-28
2514,9.26,10.1,5.08,0.01,0.019,0.057,2017-11-28
2514,10.1,11.0,4.118,0.009,0.015,0.047,2017-11-28
2514,11.0,12.0,3.308,0.007,0.012,0.038,2017-11-28
2514,12.0,13.0,2.676,0.006,0.01,0.031,2017-11-28
2514,13.0,14.1,2.181,0.005,0.008,0.025,2017-11-28
2514,14.1,15.3,1.778,0.004,0.006,0.021,2017-11-28
2514,15.3,16.6,1.437,0.004,0.005,0.017,2017-11-28
2514,16.6,18.0,1.154,0.003,0.004,0.014,2017-11-28
2514,18.0,19.5,0.9393,0.0025,0.0034,0.0112,2017-11-28
2514,19.5,21.1,0.7601,0.0021,0.0028,0.0092,2017-11-28
2514,21.1,22.8,0.6197,0.0018,0.0022,0.0075,2017-11-28
2514,22.8,24.7,0.5027,0.0015,0.0018,0.0061,2017-11-28
2514,24.7,26.7,0.4081,0.0013,0.0015,0.005,2017-11-28
2514,26.7,28.8,0.3299,0.0012,0.0012,0.0041,2017-11-28
2514,28.8,31.1,0.2699,0.001,0.001,0.0034,2017-11-28
2514,31.1,33.5,0.2223,0.0009,0.0008,0.0028,2017-11-28
2514,33.5,36.1,0.1809,0.0008,0.0007,0.0023,2017-11-28
2514,36.1,38.9,0.1475,0.0007,0.0005,0.0019,2017-11-28
2514,38.9,41.9,0.1216,0.0006,0.0004,0.0016,2017-11-28
2514,41.9,45.1,0.09883,0.00052,0.00036,0.00128,2017-11-28
2514,45.1,48.5,0.08087,0.00046,0.00029,0.00106,2017-11-28
2514,48.5,52.2,0.06642,0.0004,0.00024,0.00088,2017-11-28
2514,52.2,56.1,0.0545,0.00035,0.0002,0.00074,2017-11-28
2514,56.1,60.3,0.04499,0.00031,0.00016,0.00062,2017-11-28
2515,1.92,2.15,102.6,0.2,0.8,1.5,2017-12-25
2515,2.15,2.4,90.18,0.17,0.53,1.15,2017-12-25
2515,2.4,2.67,78.04,0.14,0.42,0.91,2017-12-25
2515,2.67,2.97,67.6,0.12,0.33,0.75,2017-12-25
2515,2.97,3.29,57.64,0.1,0.26,0.62,2017-12-25
2515,3.29,3.64,48.4,0.08,0.21,0.52,2017-12-25
2515,3.64,4.02,40.18,0.07,0.17,0.43,2017-12-25
2515,4.02,4.43,33.26,0.05,0.13,0.36,2017-12-25
2515,4.43,4.88,27.38,0.04,0.1,0.3,2017-12-25
2515,4.88,5.37,22.4,0.04,0.08,0.24,2017-12-25
2515,5.37,5.9,18.27,0.03,0.06,0.2,2017-12-25
2515,5.9,6.47,14.84,0.03,0.05,0.16,2017-12-25
2515,6.47,7.09,12.02,0.02,0.04,0.13,2017-12-25
2515,7.09,7.76,9.741,0.017,0.033,0.108,2017-12-25
2515,7.76,8.48,7.826,0.015,0.026,0.087,2017-12-25
2515,8.48,9.26,6.329,0.012,0.021,0.071,2017-12-25
2515,9.26,10.1,5.105,0.01,0.017,0.058,2017-12-25
2515,10.1,11.0,4.113,0.009,0.013,0.047,2017-12-25
2515,11.0,12.0,3.324,0.007,0.011,0.038,2017-12-25
2515,12.0,13.0,2.677,0.006,0.009,0.031,2017-12-25
2515,13.0,14.1,2.189,0.005,0.007,0.025,2017-12-25
2515,14.1,15.3,1.783,0.004,0.006,0.021,2017-12-25
2515,15.3,16.6,1.433,0.004,0.005,0.017,2017-12-25
2515,16.6,18.0,1.164,0.003,0.004,0.014,2017-12-25
2515,18.0,19.5,0.9396,0.0025,0.003,0.0112,2017-12-25
2515,19.5,21.1,0.7621,0.0021,0.0024,0.0092,2017-12-25
2515,21.1,22.8,0.6194,0.0018,0.002,0.0075,2017-12-25
2515,22.8,24.7,0.5039,0.0015,0.0016,0.0062,2017-12-25
2515,24.7,26.7,0.4075,0.0013,0.0013,0.005,2017-12-25
2515,26.7,28.8,0.3322,0.0012,0.0011,0.0041,2017-12-25
2515,28.8,31.1,0.2701,0.001,0.0009,0.0034,2017-12-25
2515,31.1,33.5,0.2192,0.0009,0.0007,0.0027,2017-12-25
2515,33.5,36.1,0.1808,0.0008,0.0006,0.0023,2017-12-25
2515,36.1,38.9,0.1489,0.0007,0.0005,0.0019,2017-12-25
2515,38.9,41.9,0.1216,0.0006,0.0004,0.0016,2017-12-25
2515,41.9,45.1,0.0982,0.00052,0.00032,0.00127,2017-12-25
2515,45.1,48.5,0.08141,0.00046,0.00026,0.00107,2017-12-25
2515,48.5,52.2,0.06629,0.0004,0.00021,0.00088,2017-12-25
2515,52.2,56.1,0.0549,0.00035,0.00018,0.00074,2017-12-25
2515,56.1,60.3,0.04438,0.0003,0.00014,0.00061,2017-12-25
2516,1.92,2.15,105.2,0.2,0.9,1.6,2018-01-21
2516,2.15,2.4,92.12,0.17,0.57,1.18,2018-01-21
2516,2.4,2.67,79.56,0.14,0.46,0.92,2018-01-21
2516,2.67,2.97,68.81,0.12,0.36,0.76,2018-01-21
2516,2.97,3.29,58.43,0.1,0.29,0.63,2018-01-21
2516,3.29,3.64,49.08,0.08,0.23,0.53,2018-01-21
2516,3.64,4.02,40.7,0.07,0.18,0.44,2018-01-21
2516,4.02,4.43,33.56,0.05,0.14,0.36,2018-01-21
2516,4.43,4.88,27.68,0.04,0.11,0.3,2018-01-21
2516,4.88,5.37,22.64,0.04,0.09,0.25,2018-01-21
2516,5.37,5.9,18.4,0.03,0.07,0.2,2018-01-21
2516,5.9,6.47,14.98,0.03,0.06,0.16,2018-01-21
2516,6.47,7.09,12.08,0.02,0.04,0.13,2018-01-21
2516,7.09,7.76,9.751,0.017,0.035,0.108,2018-01-21
2516,7.76,8.48,7.867,0.015,0.028,0.088,2018-01-21
2516,8.48,9.26,6.371,0.012,0.022,0.071,2018-01-21
2516,9.26,10.1,5.128,0.01,0.018,0.058,2018-01-21
2516,10.1,11.0,4.151,0.009,0.014,0.047,2018-01-21
2516,11.0,12.0,3.331,0.007,0.011,0.038,2018-01-21
2516,12.0,13.0,2.701,0.006,0.009,0.031,2018-01-21
2516,13.0,14.1,2.201,0.005,0.008,0.026,2018-01-21
2516,14.1,15.3,1.775,0.004,0.006,0.021,2018-01-21
2516,15.3,16.6,1.433,0.004,0.005,0.017,2018-01-21
2516,16.6,18.0,1.162,0.003,0.004,0.014,2018-01-21
2516,18.0,19.5,0.9412,0.0025,0.0032,0.0113,2018-01-21
2516,19.5,21.1,0.7594,0.0021,0.0026,0.0091,2018-01-21
2516,21.1,22.8,0.6169,0.0018,0.0021,0.0075,2018-01-21
2516,22.8,24.7,0.5007,0.0015,0.0017,0.0061,2018-01-21
2516,24.7,26.7,0.4069,0.0013,0.0014,0.005,2018-01-21
2516,26.7,28.8,0.3325,0.0012,0.0011,0.0041,2018-01-21
2516,28.8,31.1,0.2721,0.001,0.0009,0.0034,2018-01-21
2516,31.1,33.5,0.2212,0.0009,0.0008,0.0028,2018-01-21
2516,33.5,36.1,0.1807,0.0008,0.0006,0.0023,2018-01-21
2516,36.1,38.9,0.1471,0.0007,0.0005,0.0019,2018-01-21
2516,38.9,41.9,0.1208,0.0006,0.0004,0.0015,2018-01-21
2516,41.9,45.1,0.0994,0.00052,0.00034,0.00129,2018-01-21
2516,45.1,48.5,0.08079,0.00045,0.00028,0.00106,2018-01-21
2516,48.5,52.2,0.06666,0.0004,0.00023,0.00088,2018-01-21
2516,52.2,56.1,0.05474,0.00035,0.00019,0.00074,2018-01-21
2516,56.1,60.3,0.04514,0.00031,0.00015,0.00062,2018-01-21
2517,1.92,2.15,105.7,0.2,1.1,1.6,2018-02-17
2517,2.15,2.4,91.92,0.18,0.83,1.17,2018-02-17
2517,2.4,2.67,79.75,0.14,0.7,0.93,2018-02-17
2517,2.67,2.97,68.43,0.12,0.57,0.76,2018-02-17
2517,2.97,3.29,58.36,0.1,0.48,0.63,2018-02-17
2517,3.29,3.64,48.71,0.08,0.39,0.52,2018-02-17
2517,3.64,4.02,40.46,0.07,0.32,0.43,2018-02-17
2517,4.02,4.43,33.41,0.05,0.26,0.36,2018-02-17
2517,4.43,4.88,27.42,0.04,0.21,0.3,2018-02-17
2517,4.88,5.37,22.45,0.04,0.17,0.24,2018-02-17
2517,5.37,5.9,18.3,0.03,0.14,0.2,2018-02-17
2517,5.9,6.47,14.93,0.03,0.11,0.16,2018-02-17
2517,6.47,7.09,12.02,0.02,0.09,0.13,2018-02-17
2517,7.09,7.76,9.727,0.017,0.072,0.108,2018-02-17
2517,7.76,8.48,7.811,0.014,0.057,0.087,2018-02-17
2517,8.48,9.26,6.326,0.012,0.046,0.071,2018-02-17
2517,9.26,10.1,5.102,0.01,0.037,0.058,2018-02-17
2517,10.1,11.0,4.127,0.009,0.03,0.047,2018-02-17
2517,11.0,12.0,3.324,0.007,0.024,0.038,2018-02-17
2517,12.0,13.0,2.696,0.006,0.02,0.031,2018-02-17
2517,13.0,14.1,2.187,0.005,0.016,0.025,2018-02-17
2517,14.1,15.3,1.775,0.004,0.013,0.021,2018-02-17
2517,15.3,16.6,1.432,0.004,0.01,0.017,2018-02-17
2517,16.6,18.0,1.156,0.003,0.008,0.014,2018-02-17
2517,18.0,19.5,0.94,0.0025,0.0068,0.0112,2018-02-17
