date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,positron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2011-06-24,7.09,8.48,1.726E-02,3.232E-03,1.726E-04,2.589729E-04,
2011-06-24,8.48,11.00,1.085E-02,1.827E-03,1.085E-04,1.627196E-04,
2011-06-24,11.00,16.60,4.915E-03,7.598E-04,4.915E-05,7.372049E-05,
2011-06-24,16.60,22.80,1.951E-03,3.726E-04,1.951E-05,2.925871E-05,
2011-06-24,22.80,41.90,4.562E-04,9.430E-05,4.562E-06,6.843101E-06,
2011-06-25,1.00,1.33,1.891E+00,2.565E-01,2.837E-02,5.484374E-02,
2011-06-25,1.33,1.71,1.010E+00,1.324E-01,1.313E-02,2.727483E-02,
2011-06-25,1.71,2.15,7.407E-01,8.353E-02,8.148E-03,1.777683E-02,
2011-06-25,2.15,2.97,5.386E-01,4.404E-02,5.386E-03,1.077227E-02,
2011-06-25,2.97,4.02,2.247E-01,1.999E-02,2.247E-03,3.371068E-03,
2011-06-25,4.02,5.90,1.159E-01,8.828E-03,1.159E-03,1.738713E-03,
2011-06-25,5.90,7.09,2.994E-02,4.790E-03,2.994E-04,4.490462E-04,
2011-06-25,7.09,8.48,2.188E-02,3.587E-03,2.188E-04,3.281985E-04,
2011-06-25,8.48,11.00,1.174E-02,1.873E-03,1.174E-04,1.761295E-04,
2011-06-25,11.00,16.60,5.298E-03,7.773E-04,5.298E-05,7.947478E-05,
2011-06-25,16.60,22.80,1.632E-03,3.376E-04,1.632E-05,2.448007E-05,
2011-06-25,22.80,41.90,4.711E-04,1.133E-04,4.711E-06,7.067034E-06,
2011-06-26,1.00,1.33,2.071E+00,2.726E-01,3.107E-02,6.006608E-02,
2011-06-26,1.33,1.71,1.468E+00,1.666E-01,1.908E-02,3.962337E-02,
2011-06-26,1.71,2.15,8.839E-01,9.801E-02,9.723E-03,2.121368E-02,
2011-06-26,2.15,2.97,4.321E-01,4.091E-02,4.321E-03,8.642539E-03,
2011-06-26,2.97,4.02,2.404E-01,2.178E-02,2.404E-03,3.606067E-03,
2011-06-26,4.02,5.90,1.091E-01,8.834E-03,1.091E-03,1.637135E-03,
2011-06-26,5.90,7.09,3.773E-02,5.542E-03,3.773E-04,5.660117E-04,
2011-06-26,7.09,8.48,2.924E-02,4.217E-03,2.924E-04,4.385450E-04,
2011-06-26,8.48,11.00,1.173E-02,1.922E-03,1.173E-04,1.760246E-04,
2011-06-26,11.00,16.60,5.581E-03,8.129E-04,5.581E-05,8.371353E-05,
2011-06-26,16.60,22.80,1.661E-03,3.566E-04,1.661E-05,2.491762E-05,
2011-06-26,22.80,41.90,4.535E-04,9.601E-05,4.535E-06,6.802331E-06,
2011-06-27,1.00,1.33,2.142E+00,2.643E-01,3.213E-02,6.210932E-02,
2011-06-27,1.33,1.71,1.181E+00,1.364E-01,1.535E-02,3.188896E-02,
2011-06-27,1.71,2.15,8.429E-01,9.176E-02,9.272E-03,2.023041E-02,
2011-06-27,2.15,2.97,5.441E-01,4.316E-02,5.441E-03,1.088220E-02,
2011-06-27,2.97,4.02,2.420E-01,2.074E-02,2.420E-03,3.630520E-03,
2011-06-27,4.02,5.90,1.087E-01,8.459E-03,1.087E-03,1.630327E-03,
2011-06-27,5.90,7.09,4.361E-02,5.661E-03,4.361E-04,6.542183E-04,
2011-06-27,7.09,8.48,2.558E-02,3.819E-03,2.558E-04,3.836983E-04,
2011-06-27,8.48,11.00,1.400E-02,2.025E-03,1.400E-04,2.100349E-04,
2011-06-27,11.00,16.60,4.376E-03,7.018E-04,4.376E-05,6.563589E-05,
2011-06-27,16.60,22.80,1.476E-03,3.339E-04,1.476E-05,2.214140E-05,
2011-06-27,22.80,41.90,5.052E-04,1.007E-04,5.052E-06,7.577848E-06,
2011-06-28,1.00,1.33,2.296E+00,2.500E-01,3.443E-02,6.657278E-02,
2011-06-28,1.33,1.71,1.610E+00,1.541E-01,2.093E-02,4.346444E-02,
2011-06-28,1.71,2.15,1.080E+00,9.774E-02,1.188E-02,2.590961E-02,
2011-06-28,2.15,2.97,5.837E-01,4.382E-02,5.837E-03,1.167460E-02,
2011-06-28,2.97,4.02,2.428E-01,2.038E-02,2.428E-03,3.641305E-03,
2011-06-28,4.02,5.90,9.277E-02,7.861E-03,9.277E-04,1.391514E-03,
2011-06-28,5.90,7.09,3.710E-02,5.258E-03,3.710E-04,5.565504E-04,
2011-06-28,7.09,8.48,2.477E-02,3.792E-03,2.477E-04,3.715443E-04,
2011-06-28,8.48,11.00,1.538E-02,2.128E-03,1.538E-04,2.306959E-04,
2011-06-28,11.00,16.60,4.933E-03,7.567E-04,4.933E-05,7.399599E-05,
2011-06-28,16.60,22.80,1.632E-03,3.360E-04,1.632E-05,2.447880E-05,
2011-06-28,22.80,41.90,6.416E-04,1.102E-04,6.416E-06,9.623750E-06,
2011-06-29,1.00,1.33,2.256E+00,2.475E-01,3.384E-02,6.542946E-02,
2011-06-29,1.33,1.71,1.410E+00,1.452E-01,1.833E-02,3.806327E-02,
2011-06-29,1.71,2.15,1.038E+00,9.858E-02,1.142E-02,2.491020E-02,
2011-06-29,2.15,2.97,4.796E-01,4.090E-02,4.796E-03,9.592530E-03,
2011-06-29,2.97,4.02,2.940E-01,2.354E-02,2.940E-03,4.410065E-03,
2011-06-29,4.02,5.90,9.302E-02,8.111E-03,9.302E-04,1.395341E-03,
2011-06-29,5.90,7.09,4.135E-02,5.676E-03,4.135E-04,6.202028E-04,
2011-06-29,7.09,8.48,2.899E-02,4.160E-03,2.899E-04,4.348927E-04,
2011-06-29,8.48,11.00,1.583E-02,2.201E-03,1.583E-04,2.374114E-04,
2011-06-29,11.00,16.60,5.438E-03,8.128E-04,5.438E-05,8.156258E-05,
2011-06-29,16.60,22.80,1.700E-03,3.568E-04,1.700E-05,2.549962E-05,
2011-06-29,22.80,41.90,3.336E-04,8.175E-05,3.336E-06,5.004345E-06,
2011-06-30,1.00,1.33,2.179E+00,2.619E-01,3.269E-02,6.320022E-02,
2011-06-30,1.33,1.71,1.322E+00,1.435E-01,1.719E-02,3.569264E-02,
2011-06-30,1.71,2.15,9.069E-01,9.121E-02,9.976E-03,2.176508E-02,
2011-06-30,2.15,2.97,5.859E-01,4.316E-02,5.859E-03,1.171895E-02,
2011-06-30,2.97,4.02,2.598E-01,2.077E-02,2.598E-03,3.897738E-03,
2011-06-30,4.02,5.90,9.653E-02,7.898E-03,9.653E-04,1.447986E-03,
2011-06-30,5.90,7.09,4.886E-02,6.108E-03,4.886E-04,7.328544E-04,
2011-06-30,7.09,8.48,2.638E-02,3.894E-03,2.638E-04,3.956496E-04,
2011-06-30,8.48,11.00,1.370E-02,2.033E-03,1.370E-04,2.054927E-04,
2011-06-30,11.00,16.60,3.992E-03,6.766E-04,3.992E-05,5.987279E-05,
2011-06-30,16.60,22.80,1.648E-03,3.481E-04,1.648E-05,2.471775E-05,
2011-06-30,22.80,41.90,2.686E-04,7.159E-05,2.686E-06,4.028776E-06,
2011-07-01,1.00,1.33,2.425E+00,2.535E-01,3.637E-02,7.032360E-02,
2011-07-01,1.33,1.71,1.797E+00,1.643E-01,2.336E-02,4.851761E-02,
2011-07-01,1.71,2.15,1.032E+00,9.710E-02,1.135E-02,2.476074E-02,
2011-07-01,2.15,2.97,4.670E-01,3.950E-02,4.670E-03,9.339814E-03,
2011-07-01,2.97,4.02,2.287E-01,1.977E-02,2.287E-03,3.430299E-03,
2011-07-01,4.02,5.90,9.256E-02,7.797E-03,9.256E-04,1.388401E-03,
2011-07-01,5.90,7.09,3.701E-02,5.228E-03,3.701E-04,5.551238E-04,
2011-07-01,7.09,8.48,2.766E-02,4.012E-03,2.766E-04,4.149405E-04,
2011-07-01,8.48,11.00,1.357E-02,2.004E-03,1.357E-04,2.036197E-04,
2011-07-01,11.00,16.60,6.592E-03,8.607E-04,6.592E-05,9.887375E-05,
2011-07-01,16.60,22.80,1.907E-03,3.738E-04,1.907E-05,2.859817E-05,
2011-07-01,22.80,41.90,5.675E-04,1.040E-04,5.675E-06,8.512462E-06,
2011-07-02,1.00,1.33,1.824E+00,2.286E-01,2.735E-02,5.288602E-02,
2011-07-02,1.33,1.71,1.923E+00,1.700E-01,2.500E-02,5.193114E-02,
2011-07-02,1.71,2.15,1.057E+00,9.653E-02,1.163E-02,2.537469E-02,
2011-07-02,2.15,2.97,4.472E-01,3.871E-02,4.472E-03,8.943689E-03,
2011-07-02,2.97,4.02,2.522E-01,2.075E-02,2.522E-03,3.782829E-03,
2011-07-02,4.02,5.90,1.032E-01,8.133E-03,1.032E-03,1.548474E-03,
2011-07-02,5.90,7.09,4.638E-02,5.744E-03,4.638E-04,6.956983E-04,
2011-07-02,7.09,8.48,2.813E-02,3.959E-03,2.813E-04,4.219165E-04,
2011-07-02,8.48,11.00,1.434E-02,2.024E-03,1.434E-04,2.151109E-04,
2011-07-02,11.00,16.60,4.407E-03,7.001E-04,4.407E-05,6.610662E-05,
2011-07-02,16.60,22.80,2.167E-03,3.976E-04,2.167E-05,3.251029E-05,
2011-07-02,22.80,41.90,4.261E-04,9.259E-05,4.261E-06,6.392075E-06,
2011-07-03,1.00,1.33,2.432E+00,2.556E-01,3.648E-02,7.053039E-02,
2011-07-03,1.33,1.71,1.543E+00,1.493E-01,2.006E-02,4.165673E-02,
2011-07-03,1.71,2.15,8.948E-01,8.886E-02,9.843E-03,2.147504E-02,
2011-07-03,2.15,2.97,5.119E-01,4.136E-02,5.119E-03,1.023860E-02,
2011-07-03,2.97,4.02,2.157E-01,1.943E-02,2.157E-03,3.234945E-03,
2011-07-03,4.02,5.90,1.101E-01,8.439E-03,1.101E-03,1.651991E-03,
2011-07-03,5.90,7.09,4.865E-02,5.964E-03,4.865E-04,7.297779E-04,
2011-07-03,7.09,8.48,1.706E-02,3.167E-03,1.706E-04,2.559615E-04,
2011-07-03,8.48,11.00,1.104E-02,1.808E-03,1.104E-04,1.656153E-04,
2011-07-03,11.00,16.60,4.295E-03,7.001E-04,4.295E-05,6.442469E-05,
2011-07-03,16.60,22.80,2.009E-03,3.899E-04,2.009E-05,3.014055E-05,
2011-07-03,22.80,41.90,5.926E-04,1.058E-04,5.926E-06,8.888855E-06,
2011-07-04,1.00,1.33,2.601E+00,2.809E-01,3.902E-02,7.543574E-02,
2011-07-04,1.33,1.71,1.752E+00,1.671E-01,2.277E-02,4.729427E-02,
2011-07-04,1.71,2.15,1.107E+00,1.020E-01,1.218E-02,2.656653E-02,
2011-07-04,2.15,2.97,4.589E-01,3.972E-02,4.589E-03,9.177472E-03,
2011-07-04,2.97,4.02,2.464E-01,2.119E-02,2.464E-03,3.696582E-03,
2011-07-04,4.02,5.90,1.095E-01,8.635E-03,1.095E-03,1.642506E-03,
2011-07-04,5.90,7.09,5.049E-02,6.163E-03,5.049E-04,7.574249E-04,
2011-07-04,7.09,8.48,2.752E-02,4.066E-03,2.752E-04,4.128698E-04,
2011-07-04,8.48,11.00,1.273E-02,1.957E-03,1.273E-04,1.909441E-04,
2011-07-04,11.00,16.60,5.705E-03,8.111E-04,5.705E-05,8.557232E-05,
2011-07-04,16.60,22.80,1.485E-03,3.336E-04,1.485E-05,2.227340E-05,
2011-07-04,22.80,41.90,4.024E-04,8.868E-05,4.024E-06,6.036143E-06,
2011-07-05,1.00,1.33,1.745E+00,3.316E-01,2.618E-02,5.061820E-02,
2011-07-05,1.33,1.71,1.379E+00,1.960E-01,1.792E-02,3.722278E-02,
2011-07-05,1.71,2.15,1.114E+00,1.329E-01,1.225E-02,2.672429E-02,
2011-07-05,2.15,2.97,5.199E-01,5.307E-02,5.199E-03,1.039757E-02,
2011-07-05,2.97,4.02,2.787E-01,2.688E-02,2.787E-03,4.180399E-03,
2011-07-05,4.02,5.90,1.052E-01,9.689E-03,1.052E-03,1.577612E-03,
2011-07-05,5.90,7.09,4.358E-02,6.412E-03,4.358E-04,6.537325E-04,
2011-07-05,7.09,8.48,2.943E-02,4.565E-03,2.943E-04,4.415069E-04,
2011-07-05,8.48,11.00,1.450E-02,2.318E-03,1.450E-04,2.174607E-04,
2011-07-05,11.00,16.60,5.741E-03,8.794E-04,5.741E-05,8.611462E-05,
2011-07-05,16.60,22.80,1.905E-03,4.109E-04,1.905E-05,2.858076E-05,
2011-07-05,22.80,41.90,3.493E-04,9.361E-05,3.493E-06,5.239991E-06,
2011-07-06,1.00,1.33,2.089E+00,2.743E-01,3.133E-02,6.056926E-02,
2011-07-06,1.33,1.71,1.622E+00,1.702E-01,2.108E-02,4.378487E-02,
2011-07-06,1.71,2.15,1.024E+00,1.036E-01,1.126E-02,2.457529E-02,
2011-07-06,2.15,2.97,5.101E-01,4.578E-02,5.101E-03,1.020160E-02,
2011-07-06,2.97,4.02,2.695E-01,2.414E-02,2.695E-03,4.042953E-03,
2011-07-06,4.02,5.90,1.146E-01,9.522E-03,1.146E-03,1.719345E-03,
2011-07-06,5.90,7.09,5.542E-02,7.124E-03,5.542E-04,8.313491E-04,
2011-07-06,7.09,8.48,2.830E-02,4.522E-03,2.830E-04,4.244339E-04,
2011-07-06,8.48,11.00,1.173E-02,2.097E-03,1.173E-04,1.760193E-04,
2011-07-06,11.00,16.60,4.440E-03,8.083E-04,4.440E-05,6.660222E-05,
2011-07-06,16.60,22.80,2.494E-03,4.590E-04,2.494E-05,3.741480E-05,
2011-07-06,22.80,41.90,6.079E-04,1.187E-04,6.079E-06,9.119156E-06,
2011-07-07,1.00,1.33,1.780E+00,2.414E-01,2.670E-02,5.162620E-02,
2011-07-07,1.33,1.71,1.377E+00,1.614E-01,1.790E-02,3.717814E-02,
2011-07-07,1.71,2.15,7.835E-01,9.310E-02,8.618E-03,1.880387E-02,
2011-07-07,2.15,2.97,5.390E-01,4.712E-02,5.390E-03,1.078057E-02,
2011-07-07,2.97,4.02,2.465E-01,2.357E-02,2.465E-03,3.697238E-03,
2011-07-07,4.02,5.90,1.075E-01,9.721E-03,1.075E-03,1.612676E-03,
2011-07-07,5.90,7.09,5.078E-02,7.154E-03,5.078E-04,7.616828E-04,
2011-07-07,7.09,8.48,2.789E-02,4.675E-03,2.789E-04,4.184189E-04,
2011-07-07,8.48,11.00,1.494E-02,2.439E-03,1.494E-04,2.241743E-04,
2011-07-07,11.00,16.60,4.972E-03,8.866E-04,4.972E-05,7.457404E-05,
2011-07-07,16.60,22.80,1.503E-03,4.022E-04,1.503E-05,2.255000E-05,
2011-07-07,22.80,41.90,2.889E-04,1.228E-04,2.889E-06,4.333685E-06,
2011-07-08,1.00,1.33,2.514E+00,2.829E-01,3.771E-02,7.290154E-02,
2011-07-08,1.33,1.71,1.406E+00,1.435E-01,1.828E-02,3.797086E-02,
2011-07-08,1.71,2.15,9.687E-01,9.299E-02,1.066E-02,2.324928E-02,
2011-07-08,2.15,2.97,5.102E-01,3.962E-02,5.102E-03,1.020461E-02,
2011-07-08,2.97,4.02,2.724E-01,2.116E-02,2.724E-03,4.085728E-03,
2011-07-08,4.02,5.90,1.083E-01,8.219E-03,1.083E-03,1.623972E-03,
2011-07-08,5.90,7.09,4.981E-02,5.993E-03,4.981E-04,7.471943E-04,
2011-07-08,7.09,8.48,2.515E-02,3.905E-03,2.515E-04,3.772697E-04,
2011-07-08,8.48,11.00,1.308E-02,1.997E-03,1.308E-04,1.961424E-04,
2011-07-08,11.00,16.60,5.253E-03,7.796E-04,5.253E-05,7.879167E-05,
2011-07-08,16.60,22.80,1.491E-03,3.284E-04,1.491E-05,2.236215E-05,
2011-07-08,22.80,41.90,3.817E-04,8.855E-05,3.817E-06,5.725198E-06,
2011-07-09,1.00,1.33,2.247E+00,2.619E-01,3.371E-02,6.517681E-02,
2011-07-09,1.33,1.71,1.675E+00,1.629E-01,2.178E-02,4.522822E-02,
2011-07-09,1.71,2.15,8.488E-01,8.444E-02,9.337E-03,2.037117E-02,
2011-07-09,2.15,2.97,5.220E-01,4.066E-02,5.220E-03,1.044071E-02,
2011-07-09,2.97,4.02,2.438E-01,2.020E-02,2.438E-03,3.657590E-03,
2011-07-09,4.02,5.90,9.444E-02,7.666E-03,9.444E-04,1.416652E-03,
2011-07-09,5.90,7.09,4.746E-02,5.770E-03,4.746E-04,7.118365E-04,
2011-07-09,7.09,8.48,1.814E-02,3.211E-03,1.814E-04,2.721463E-04,
2011-07-09,8.48,11.00,1.249E-02,1.879E-03,1.249E-04,1.872795E-04,
2011-07-09,11.00,16.60,6.929E-03,8.864E-04,6.929E-05,1.039417E-04,
2011-07-09,16.60,22.80,1.269E-03,2.989E-04,1.269E-05,1.903212E-05,
2011-07-09,22.80,41.90,4.813E-04,9.455E-05,4.813E-06,7.220096E-06,
2011-07-10,1.00,1.33,2.261E+00,5.451E-01,3.391E-02,6.556324E-02,
2011-07-10,1.33,1.71,1.775E+00,1.943E-01,2.307E-02,4.791337E-02,
2011-07-10,1.71,2.15,7.834E-01,1.010E-01,8.617E-03,1.880082E-02,
2011-07-10,2.15,2.97,5.431E-01,4.816E-02,5.431E-03,1.086206E-02,
2011-07-10,2.97,4.02,2.936E-01,2.501E-02,2.936E-03,4.404035E-03,
2011-07-10,4.02,5.90,9.748E-02,8.595E-03,9.748E-04,1.462160E-03,
2011-07-10,5.90,7.09,3.749E-02,5.628E-03,3.749E-04,5.622920E-04,
2011-07-10,7.09,8.48,2.002E-02,3.576E-03,2.002E-04,3.003698E-04,
2011-07-10,8.48,11.00,1.144E-02,1.912E-03,1.144E-04,1.715913E-04,
2011-07-10,11.00,16.60,5.648E-03,8.242E-04,5.648E-05,8.471583E-05,
2011-07-10,16.60,22.80,1.886E-03,3.769E-04,1.886E-05,2.828614E-05,
2011-07-10,22.80,41.90,3.794E-04,8.937E-05,3.794E-06,5.691299E-06,
2011-07-11,1.00,1.33,1.762E+00,4.033E-01,2.644E-02,5.111013E-02,
2011-07-11,1.33,1.71,1.442E+00,1.512E-01,1.874E-02,3.892600E-02,
2011-07-11,1.71,2.15,1.077E+00,9.804E-02,1.184E-02,2.584257E-02,
2011-07-11,2.15,2.97,5.694E-01,4.300E-02,5.694E-03,1.138773E-02,
2011-07-11,2.97,4.02,2.508E-01,2.095E-02,2.508E-03,3.761702E-03,
2011-07-11,4.02,5.90,1.085E-01,8.373E-03,1.085E-03,1.628035E-03,
2011-07-11,5.90,7.09,5.466E-02,6.304E-03,5.466E-04,8.199238E-04,
2011-07-11,7.09,8.48,1.510E-02,2.961E-03,1.510E-04,2.264276E-04,
2011-07-11,8.48,11.00,1.061E-02,1.756E-03,1.061E-04,1.591455E-04,
2011-07-11,11.00,16.60,5.108E-03,7.659E-04,5.108E-05,7.662071E-05,
2011-07-11,16.60,22.80,1.136E-03,2.849E-04,1.136E-05,1.704159E-05,
2011-07-11,22.80,41.90,3.295E-04,7.873E-05,3.295E-06,4.943030E-06,
2011-07-12,1.00,1.33,2.460E+00,4.697E-01,3.690E-02,7.134406E-02,
2011-07-12,1.33,1.71,1.395E+00,1.496E-01,1.813E-02,3.766148E-02,
2011-07-12,1.71,2.15,7.725E-01,8.631E-02,8.497E-03,1.853893E-02,
2011-07-12,2.15,2.97,5.275E-01,4.278E-02,5.275E-03,1.054987E-02,
2011-07-12,2.97,4.02,2.600E-01,2.135E-02,2.600E-03,3.900240E-03,
2011-07-12,4.02,5.90,8.706E-02,7.662E-03,8.706E-04,1.305959E-03,
2011-07-12,5.90,7.09,4.625E-02,5.907E-03,4.625E-04,6.936929E-04,
2011-07-12,7.09,8.48,3.066E-02,4.253E-03,3.066E-04,4.599314E-04,
2011-07-12,8.48,11.00,1.311E-02,1.985E-03,1.311E-04,1.965995E-04,
2011-07-12,11.00,16.60,3.426E-03,6.428E-04,3.426E-05,5.138776E-05,
2011-07-12,16.60,22.80,1.549E-03,3.470E-04,1.549E-05,2.323305E-05,
2011-07-12,22.80,41.90,3.162E-04,7.892E-05,3.162E-06,4.743190E-06,
2011-07-13,1.00,1.33,1.662E+00,4.180E-01,2.493E-02,4.818958E-02,
2011-07-13,1.33,1.71,1.422E+00,1.612E-01,1.848E-02,3.838679E-02,
2011-07-13,1.71,2.15,7.249E-01,9.014E-02,7.973E-03,1.739645E-02,
2011-07-13,2.15,2.97,5.995E-01,4.663E-02,5.995E-03,1.199038E-02,
2011-07-13,2.97,4.02,1.964E-01,2.001E-02,1.964E-03,2.946541E-03,
2011-07-13,4.02,5.90,1.177E-01,9.099E-03,1.177E-03,1.764807E-03,
2011-07-13,5.90,7.09,3.822E-02,5.388E-03,3.822E-04,5.733119E-04,
2011-07-13,7.09,8.48,1.604E-02,3.078E-03,1.604E-04,2.406296E-04,
2011-07-13,8.48,11.00,1.300E-02,1.962E-03,1.300E-04,1.949597E-04,
2011-07-13,11.00,16.60,4.584E-03,7.302E-04,4.584E-05,6.875787E-05,
2011-07-13,16.60,22.80,1.497E-03,3.367E-04,1.497E-05,2.245998E-05,
2011-07-13,22.80,41.90,5.410E-04,1.025E-04,5.410E-06,8.114515E-06,
2011-07-14,1.00,1.33,1.813E+00,3.891E-01,2.720E-02,5.257932E-02,
2011-07-14,1.33,1.71,1.548E+00,1.550E-01,2.013E-02,4.180578E-02,
2011-07-14,1.71,2.15,8.996E-01,9.004E-02,9.896E-03,2.159086E-02,
2011-07-14,2.15,2.97,5.767E-01,4.358E-02,5.767E-03,1.153401E-02,
2011-07-14,2.97,4.02,2.527E-01,2.040E-02,2.527E-03,3.791169E-03,
2011-07-14,4.02,5.90,9.691E-02,7.977E-03,9.691E-04,1.453681E-03,
2011-07-14,5.90,7.09,4.296E-02,5.635E-03,4.296E-04,6.443804E-04,
2011-07-14,7.09,8.48,2.852E-02,4.006E-03,2.852E-04,4.277421E-04,
2011-07-14,8.48,11.00,1.299E-02,1.939E-03,1.299E-04,1.948603E-04,
2011-07-14,11.00,16.60,5.792E-03,8.015E-04,5.792E-05,8.688388E-05,
2011-07-14,16.60,22.80,1.756E-03,3.492E-04,1.756E-05,2.634134E-05,
2011-07-14,22.80,41.90,3.456E-04,7.936E-05,3.456E-06,5.183939E-06,
2011-07-15,1.00,1.33,1.896E+00,4.418E-01,2.843E-02,5.497389E-02,
2011-07-15,1.33,1.71,1.301E+00,1.504E-01,1.692E-02,3.513271E-02,
2011-07-15,1.71,2.15,1.107E+00,1.044E-01,1.218E-02,2.656603E-02,
2011-07-15,2.15,2.97,4.627E-01,4.064E-02,4.627E-03,9.253546E-03,
2011-07-15,2.97,4.02,2.524E-01,2.173E-02,2.524E-03,3.786093E-03,
2011-07-15,4.02,5.90,9.842E-02,8.134E-03,9.842E-04,1.476348E-03,
2011-07-15,5.90,7.09,4.139E-02,5.556E-03,4.139E-04,6.208056E-04,
2011-07-15,7.09,8.48,2.582E-02,3.840E-03,2.582E-04,3.872947E-04,
2011-07-15,8.48,11.00,1.687E-02,2.196E-03,1.687E-04,2.530433E-04,
2011-07-15,11.00,16.60,4.675E-03,7.534E-04,4.675E-05,7.012370E-05,
2011-07-15,16.60,22.80,1.233E-03,2.968E-04,1.233E-05,1.849297E-05,
2011-07-15,22.80,41.90,3.350E-04,7.962E-05,3.350E-06,5.025358E-06,
2011-07-16,1.00,1.33,2.454E+00,6.309E-01,3.681E-02,7.116781E-02,
2011-07-16,1.33,1.71,1.413E+00,2.167E-01,1.837E-02,3.816285E-02,
2011-07-16,1.71,2.15,8.743E-01,1.374E-01,9.618E-03,2.098393E-02,
2011-07-16,2.15,2.97,6.403E-01,6.859E-02,6.403E-03,1.280696E-02,
2011-07-16,2.97,4.02,2.123E-01,2.775E-02,2.123E-03,3.184157E-03,
2011-07-16,4.02,5.90,1.014E-01,1.089E-02,1.014E-03,1.521547E-03,
2011-07-16,5.90,7.09,3.733E-02,6.697E-03,3.733E-04,5.599839E-04,
2011-07-16,7.09,8.48,3.106E-02,5.174E-03,3.106E-04,4.658808E-04,
2011-07-16,8.48,11.00,1.260E-02,2.341E-03,1.260E-04,1.889647E-04,
2011-07-16,11.00,16.60,5.026E-03,9.184E-04,5.026E-05,7.538803E-05,
2011-07-16,16.60,22.80,1.803E-03,4.427E-04,1.803E-05,2.704226E-05,
2011-07-16,22.80,41.90,4.180E-04,1.064E-04,4.180E-06,6.269638E-06,
2011-07-17,1.00,1.33,2.405E+00,6.007E-01,3.608E-02,6.975714E-02,
2011-07-17,1.33,1.71,1.375E+00,2.093E-01,1.788E-02,3.713777E-02,
2011-07-17,1.71,2.15,1.217E+00,1.379E-01,1.339E-02,2.921137E-02,
2011-07-17,2.15,2.97,5.625E-01,5.661E-02,5.625E-03,1.125040E-02,
2011-07-17,2.97,4.02,2.990E-01,2.889E-02,2.990E-03,4.485447E-03,
2011-07-17,4.02,5.90,9.262E-02,1.032E-02,9.262E-04,1.389281E-03,
2011-07-17,5.90,7.09,3.287E-02,6.841E-03,3.287E-04,4.930637E-04,
2011-07-17,7.09,8.48,3.003E-02,5.797E-03,3.003E-04,4.505050E-04,
2011-07-17,8.48,11.00,1.854E-02,3.259E-03,1.854E-04,2.780768E-04,
2011-07-17,11.00,16.60,4.819E-03,1.034E-03,4.819E-05,7.228153E-05,
2011-07-17,16.60,22.80,2.020E-03,5.661E-04,2.020E-05,3.029893E-05,
2011-07-17,22.80,41.90,6.145E-04,1.596E-04,6.145E-06,9.217970E-06,
2011-07-18,1.00,1.33,2.556E+00,4.791E-01,3.834E-02,7.413307E-02,
2011-07-18,1.33,1.71,1.540E+00,1.549E-01,2.002E-02,4.158789E-02,
2011-07-18,1.71,2.15,9.829E-01,9.453E-02,1.081E-02,2.359019E-02,
2011-07-18,2.15,2.97,4.888E-01,4.021E-02,4.888E-03,9.775018E-03,
2011-07-18,2.97,4.02,2.712E-01,2.191E-02,2.712E-03,4.067316E-03,
2011-07-18,4.02,5.90,1.018E-01,8.189E-03,1.018E-03,1.526819E-03,
2011-07-18,5.90,7.09,4.172E-02,5.561E-03,4.172E-04,6.258007E-04,
2011-07-18,7.09,8.48,2.795E-02,3.935E-03,2.795E-04,4.192920E-04,
2011-07-18,8.48,11.00,1.187E-02,1.843E-03,1.187E-04,1.781139E-04,
2011-07-18,11.00,16.60,3.940E-03,6.624E-04,3.940E-05,5.910131E-05,
2011-07-18,16.60,22.80,1.709E-03,3.527E-04,1.709E-05,2.563499E-05,
2011-07-18,22.80,41.90,3.961E-04,8.711E-05,3.961E-06,5.940889E-06,
2011-07-19,1.00,1.33,2.145E+00,2.550E-01,3.218E-02,6.221307E-02,
2011-07-19,1.33,1.71,1.542E+00,1.535E-01,2.005E-02,4.163903E-02,
2011-07-19,1.71,2.15,1.043E+00,9.754E-02,1.147E-02,2.502772E-02,
2011-07-19,2.15,2.97,5.736E-01,4.382E-02,5.736E-03,1.147297E-02,
2011-07-19,2.97,4.02,2.123E-01,1.960E-02,2.123E-03,3.184896E-03,
2011-07-19,4.02,5.90,1.041E-01,8.490E-03,1.041E-03,1.561895E-03,
2011-07-19,5.90,7.09,4.631E-02,6.118E-03,4.631E-04,6.945946E-04,
2011-07-19,7.09,8.48,2.458E-02,3.868E-03,2.458E-04,3.686625E-04,
2011-07-19,8.48,11.00,1.724E-02,2.314E-03,1.724E-04,2.586421E-04,
2011-07-19,11.00,16.60,4.742E-03,7.670E-04,4.742E-05,7.113291E-05,
2011-07-19,16.60,22.80,1.933E-03,3.884E-04,1.933E-05,2.900061E-05,
2011-07-19,22.80,41.90,3.960E-04,8.870E-05,3.960E-06,5.940291E-06,
2011-07-20,1.00,1.33,2.016E+00,2.634E-01,3.024E-02,5.846402E-02,
2011-07-20,1.33,1.71,1.382E+00,1.506E-01,1.796E-02,3.730172E-02,
