Date_Time,North_Pole_Field_Gauss,South_Pole_Field_Gauss,Average_Field_Gauss,North_Filtered_Gauss,South_Filtered_Gauss,Average_Filtered_Gauss
1984:08:27_21h:07m:13s,-156N,95S,-126Avg,-110Nf,137Sf,-123Avgf
1984:09:06_21h:07m:13s,-156N,93S,-125Avg,-110Nf,138Sf,-124Avgf
1984:09:16_21h:07m:13s,-160N,99S,-130Avg,-110Nf,139Sf,-124Avgf
1984:09:26_21h:07m:13s,-156N,109S,-132Avg,-110Nf,140Sf,-125Avgf
1984:10:06_21h:07m:13s,-157N,109S,-133Avg,-110Nf,140Sf,-125Avgf
1984:10:16_21h:07m:13s,-132N,117S,-125Avg,-110Nf,141Sf,-126Avgf
1984:10:26_21h:07m:13s,-128N,118S,-123Avg,-110Nf,142Sf,-126Avgf
1984:11:05_21h:07m:13s,-124N,128S,-126Avg,-110Nf,143Sf,-127Avgf
1984:11:15_21h:07m:13s,-126N,123S,-124Avg,-111Nf,144Sf,-127Avgf
1984:11:25_21h:07m:13s,-119N,139S,-129Avg,-111Nf,144Sf,-127Avgf
1984:12:05_21h:07m:13s,-103N,142S,-123Avg,-111Nf,145Sf,-128Avgf
1984:12:15_21h:07m:13s,-97N,152S,-125Avg,-111Nf,145Sf,-128Avgf
1984:12:25_21h:07m:13s,-95N,156S,-125Avg,-111Nf,146Sf,-129Avgf
1985:01:04_21h:07m:13s,-94N,163S,-129Avg,-111Nf,146Sf,-129Avgf
1985:01:14_21h:07m:13s,-93N,174S,-133Avg,-112Nf,147Sf,-129Avgf
1985:01:24_21h:07m:13s,-80N,188S,-134Avg,-112Nf,147Sf,-130Avgf
1985:02:03_21h:07m:13s,-67N,192S,-130Avg,-112Nf,148Sf,-130Avgf
1985:02:13_21h:07m:13s,-61N,188S,-124Avg,-112Nf,148Sf,-130Avgf
1985:02:23_21h:07m:13s,-64N,184S,-124Avg,-112Nf,148Sf,-130Avgf
1985:03:05_21h:07m:13s,-66N,184S,-125Avg,-112Nf,148Sf,-130Avgf
1985:03:15_21h:07m:13s,-74N,182S,-128Avg,-112Nf,148Sf,-130Avgf
1985:03:25_21h:07m:13s,-70N,178S,-124Avg,-112Nf,149Sf,-130Avgf
1985:04:04_21h:07m:13s,-72N,176S,-124Avg,-112Nf,149Sf,-131Avgf
1985:04:14_21h:07m:13s,-81N,181S,-131Avg,-112Nf,149Sf,-131Avgf
1985:04:24_21h:07m:13s,-92N,174S,-133Avg,-112Nf,149Sf,-131Avgf
1985:05:04_21h:07m:13s,-94N,171S,-132Avg,-112Nf,149Sf,-131Avgf
1985:05:14_21h:07m:13s,-99N,164S,-132Avg,-112Nf,149Sf,-131Avgf
1985:05:24_21h:07m:13s,-107N,166S,-137Avg,-112Nf,149Sf,-131Avgf
1985:06:03_21h:07m:13s,-115N,159S,-137Avg,-112Nf,149Sf,-131Avgf
1985:06:13_21h:07m:13s,-120N,154S,-137Avg,-112Nf,149Sf,-131Avgf
1985:06:23_21h:07m:13s,-124N,147S,-136Avg,-112Nf,149Sf,-131Avgf
1985:07:03_21h:07m:13s,-133N,139S,-136Avg,-112Nf,149Sf,-131Avgf
1985:07:13_21h:07m:13s,-136N,129S,-133Avg,-112Nf,149Sf,-131Avgf
1985:07:23_21h:07m:13s,-142N,122S,-132Avg,-112Nf,149Sf,-130Avgf
1985:08:02_21h:07m:13s,-150N,117S,-133Avg,-112Nf,149Sf,-130Avgf
1985:08:12_21h:07m:13s,-154N,107S,-131Avg,-112Nf,149Sf,-130Avgf
1985:08:22_21h:07m:13s,-154N,99S,-127Avg,-112Nf,148Sf,-130Avgf
1985:09:01_21h:07m:13s,-161N,96S,-128Avg,-112Nf,148Sf,-130Avgf
1985:09:11_21h:07m:13s,-161N,92S,-126Avg,-112Nf,148Sf,-130Avgf
1985:09:21_21h:07m:13s,-156N,96S,-126Avg,-112Nf,148Sf,-130Avgf
1985:10:01_21h:07m:13s,-146N,99S,-123Avg,-112Nf,148Sf,-130Avgf
1985:10:11_21h:07m:13s,-153N,103S,-128Avg,-112Nf,147Sf,-130Avgf
1985:10:21_21h:07m:13s,-152N,106S,-129Avg,-113Nf,147Sf,-130Avgf
1985:10:31_21h:07m:13s,-142N,110S,-126Avg,-113Nf,147Sf,-130Avgf
1985:11:10_21h:07m:13s,-129N,122S,-126Avg,-113Nf,147Sf,-130Avgf
1985:11:20_21h:07m:13s,-122N,128S,-125Avg,-113Nf,146Sf,-130Avgf
1985:11:30_21h:07m:13s,-96N,142S,-119Avg,-113Nf,146Sf,-130Avgf
1985:12:10_21h:07m:13s,-94N,154S,-124Avg,-113Nf,146Sf,-130Avgf
1985:12:20_21h:07m:13s,-95N,153S,-124Avg,-113Nf,146Sf,-129Avgf
1985:12:30_21h:07m:13s,-86N,173S,-129Avg,-113Nf,145Sf,-129Avgf
1986:01:09_21h:07m:13s,-73N,176S,-125Avg,-113Nf,145Sf,-129Avgf
1986:01:19_21h:07m:13s,-70N,182S,-126Avg,-114Nf,145Sf,-129Avgf
1986:01:29_21h:07m:13s,-76N,169S,-123Avg,-114Nf,145Sf,-129Avgf
1986:02:08_21h:07m:13s,-85N,176S,-131Avg,-114Nf,144Sf,-129Avgf
1986:02:18_21h:07m:13s,-80N,186S,-133Avg,-114Nf,144Sf,-129Avgf
1986:02:28_21h:07m:13s,-79N,192S,-135Avg,-114Nf,144Sf,-129Avgf
1986:03:10_21h:07m:13s,-74N,185S,-129Avg,-114Nf,144Sf,-129Avgf
1986:03:20_21h:07m:13s,-77N,184S,-131Avg,-114Nf,144Sf,-129Avgf
1986:03:30_21h:07m:13s,-82N,182S,-132Avg,-114Nf,143Sf,-129Avgf
1986:04:09_21h:07m:13s,-89N,183S,-136Avg,-114Nf,143Sf,-129Avgf
1986:04:19_21h:07m:13s,-93N,173S,-133Avg,-114Nf,143Sf,-129Avgf
1986:04:29_21h:07m:13s,-94N,174S,-134Avg,-114Nf,143Sf,-128Avgf
1986:05:09_21h:07m:13s,-101N,170S,-135Avg,-114Nf,143Sf,-128Avgf
1986:05:19_21h:07m:13s,-107N,169S,-138Avg,-114Nf,143Sf,-128Avgf
1986:05:29_21h:07m:13s,-115N,166S,-140Avg,-114Nf,143Sf,-128Avgf
1986:06:08_21h:07m:13s,-124N,152S,-138Avg,-114Nf,143Sf,-128Avgf
1986:06:18_21h:07m:13s,-128N,141S,-135Avg,-114Nf,143Sf,-128Avgf
1986:06:28_21h:07m:13s,-133N,128S,-131Avg,-114Nf,143Sf,-128Avgf
1986:07:08_21h:07m:13s,-128N,130S,-129Avg,-114Nf,143Sf,-128Avgf
1986:07:18_21h:07m:13s,-137N,120S,-129Avg,-114Nf,142Sf,-128Avgf
1986:07:28_21h:07m:13s,-146N,95S,-120Avg,-114Nf,142Sf,-128Avgf
1986:08:07_21h:07m:13s,-143N,91S,-117Avg,-114Nf,142Sf,-128Avgf
1986:08:17_21h:07m:13s,-132N,82S,-107Avg,-114Nf,142Sf,-128Avgf
1986:08:27_21h:07m:13s,-133N,83S,-108Avg,-114Nf,142Sf,-128Avgf
1986:09:06_21h:07m:13s,-137N,91S,-114Avg,-114Nf,141Sf,-128Avgf
1986:09:16_21h:07m:13s,-147N,95S,-121Avg,-114Nf,141Sf,-128Avgf
1986:09:26_21h:07m:13s,-160N,98S,-129Avg,-115Nf,141Sf,-128Avgf
1986:10:06_21h:07m:13s,-153N,99S,-126Avg,-115Nf,140Sf,-128Avgf
1986:10:16_21h:07m:13s,-146N,101S,-124Avg,-115Nf,140Sf,-127Avgf
1986:10:26_21h:07m:13s,-133N,107S,-120Avg,-115Nf,139Sf,-127Avgf
1986:11:05_21h:07m:13s,-139N,112S,-125Avg,-116Nf,139Sf,-127Avgf
1986:11:15_21h:07m:13s,-136N,120S,-128Avg,-116Nf,138Sf,-127Avgf
1986:11:25_21h:07m:13s,-127N,134S,-131Avg,-116Nf,138Sf,-127Avgf
1986:12:05_21h:07m:13s,-123N,137S,-130Avg,-116Nf,137Sf,-127Avgf
1986:12:15_21h:07m:13s,-109N,138S,-124Avg,-117Nf,136Sf,-126Avgf
1986:12:25_21h:07m:13s,-102N,146S,-124Avg,-117Nf,136Sf,-126Avgf
1987:01:04_21h:07m:13s,-93N,150S,-122Avg,-117Nf,135Sf,-126Avgf
1987:01:14_21h:07m:13s,-98N,157S,-127Avg,-117Nf,134Sf,-126Avgf
1987:01:24_21h:07m:13s,-83N,159S,-121Avg,-117Nf,133Sf,-125Avgf
1987:02:03_21h:07m:13s,-77N,167S,-122Avg,-117Nf,133Sf,-125Avgf
1987:02:13_21h:07m:13s,-79N,171S,-125Avg,-117Nf,132Sf,-125Avgf
1987:02:23_21h:07m:13s,-80N,171S,-126Avg,-117Nf,131Sf,-124Avgf
1987:03:05_21h:07m:13s,-76N,184S,-130Avg,-117Nf,130Sf,-124Avgf
1987:03:15_21h:07m:13s,-83N,184S,-134Avg,-117Nf,130Sf,-123Avgf
1987:03:25_21h:07m:13s,-79N,184S,-132Avg,-117Nf,129Sf,-123Avgf
1987:04:04_21h:07m:13s,-88N,169S,-129Avg,-117Nf,128Sf,-123Avgf
1987:04:14_21h:07m:13s,-89N,161S,-125Avg,-117Nf,127Sf,-122Avgf
1987:04:24_21h:07m:13s,-98N,159S,-129Avg,-117Nf,127Sf,-122Avgf
1987:05:04_21h:07m:13s,-97N,158S,-128Avg,-116Nf,126Sf,-121Avgf
1987:05:14_21h:07m:13s,-102N,159S,-130Avg,-116Nf,125Sf,-120Avgf
1987:05:24_21h:07m:13s,-114N,138S,-126Avg,-116Nf,124Sf,-120Avgf
1987:06:03_21h:07m:13s,-118N,134S,-126Avg,-115Nf,123Sf,-119Avgf
1987:06:13_21h:07m:13s,-121N,124S,-122Avg,-115Nf,123Sf,-119Avgf
1987:06:23_21h:07m:13s,-127N,125S,-126Avg,-114Nf,122Sf,-118Avgf
1987:07:03_21h:07m:13s,-134N,106S,-120Avg,-114Nf,121Sf,-117Avgf
1987:07:13_21h:07m:13s,-138N,100S,-119Avg,-114Nf,120Sf,-117Avgf
1987:07:23_21h:07m:13s,-135N,92S,-114Avg,-113Nf,119Sf,-116Avgf
1987:08:02_21h:07m:13s,-144N,74S,-110Avg,-113Nf,118Sf,-116Avgf
1987:08:12_21h:07m:13s,-140N,74S,-107Avg,-113Nf,117Sf,-115Avgf
1987:08:22_21h:07m:13s,-138N,75S,-106Avg,-112Nf,116Sf,-114Avgf
1987:09:01_21h:07m:13s,-139N,60S,-99Avg,-112Nf,115Sf,-114Avgf
1987:09:11_21h:07m:13s,-144N,55S,-100Avg,-112Nf,114Sf,-113Avgf
1987:09:21_21h:07m:13s,-144N,55S,-99Avg,-111Nf,113Sf,-112Avgf
1987:10:01_21h:07m:13s,-143N,60S,-102Avg,-111Nf,112Sf,-111Avgf
1987:10:11_21h:07m:13s,-139N,61S,-100Avg,-111Nf,111Sf,-111Avgf
1987:10:21_21h:07m:13s,-142N,56S,-99Avg,-110Nf,110Sf,-110Avgf
1987:10:31_21h:07m:13s,-134N,74S,-104Avg,-110Nf,109Sf,-109Avgf
1987:11:10_21h:07m:13s,-131N,76S,-104Avg,-110Nf,107Sf,-109Avgf
1987:11:20_21h:07m:13s,-125N,92S,-109Avg,-109Nf,106Sf,-108Avgf
1987:11:30_21h:07m:13s,-119N,86S,-103Avg,-109Nf,105Sf,-107Avgf
1987:12:10_21h:07m:13s,-104N,102S,-103Avg,-109Nf,104Sf,-106Avgf
1987:12:20_21h:07m:13s,-92N,91S,-92Avg,-108Nf,103Sf,-105Avgf
1987:12:30_21h:07m:13s,-80N,113S,-97Avg,-108Nf,102Sf,-105Avgf
1988:01:09_21h:07m:13s,-62N,146S,-104Avg,-107Nf,101Sf,-104Avgf
1988:01:19_21h:07m:13s,-63N,156S,-110Avg,-107Nf,99Sf,-103Avgf
1988:01:29_21h:07m:13s,-69N,152S,-111Avg,-106Nf,98Sf,-102Avgf
1988:02:08_21h:07m:13s,-70N,147S,-109Avg,-105Nf,97Sf,-101Avgf
1988:02:18_21h:07m:13s,-66N,143S,-104Avg,-104Nf,96Sf,-100Avgf
1988:02:28_21h:07m:13s,-62N,149S,-105Avg,-103Nf,95Sf,-99Avgf
1988:03:09_21h:07m:13s,-65N,143S,-104Avg,-103Nf,94Sf,-98Avgf
1988:03:19_21h:07m:13s,-63N,144S,-104Avg,-101Nf,93Sf,-97Avgf
1988:03:29_21h:07m:13s,-64N,137S,-100Avg,-100Nf,92Sf,-96Avgf
1988:04:08_21h:07m:13s,-61N,135S,-98Avg,-99Nf,91Sf,-95Avgf
1988:04:18_21h:07m:13s,-66N,106S,-86Avg,-98Nf,90Sf,-94Avgf
1988:04:28_21h:07m:13s,-73N,109S,-91Avg,-97Nf,90Sf,-93Avgf
1988:05:08_21h:07m:13s,-77N,121S,-99Avg,-95Nf,89Sf,-92Avgf
1988:05:18_21h:07m:13s,-87N,111S,-99Avg,-94Nf,88Sf,-91Avgf
1988:05:28_21h:07m:13s,-105N,92S,-98Avg,-92Nf,87Sf,-89Avgf
1988:06:07_21h:07m:13s,-111N,81S,-96Avg,-90Nf,86Sf,-88Avgf
1988:06:17_21h:07m:13s,-122N,84S,-103Avg,-89Nf,85Sf,-87Avgf
1988:06:27_21h:07m:13s,-109N,76S,-92Avg,-87Nf,85Sf,-86Avgf
1988:07:07_21h:07m:13s,-104N,50S,-77Avg,-85Nf,84Sf,-84Avgf
1988:07:17_21h:07m:13s,-100N,44S,-72Avg,-83Nf,83Sf,-83Avgf
1988:07:27_21h:07m:13s,-104N,44S,-74Avg,-81Nf,82Sf,-82Avgf
1988:08:06_21h:07m:13s,-119N,39S,-79Avg,-79Nf,81Sf,-80Avgf
1988:08:16_21h:07m:13s,-112N,25S,-68Avg,-77Nf,80Sf,-79Avgf
1988:08:26_21h:07m:13s,-116N,16S,-66Avg,-75Nf,79Sf,-77Avgf
1988:09:05_21h:07m:13s,-115N,28S,-72Avg,-73Nf,79Sf,-76Avgf
1988:09:15_21h:07m:13s,-119N,34S,-76Avg,-71Nf,78Sf,-74Avgf
1988:09:25_21h:07m:13s,-112N,43S,-78Avg,-69Nf,77Sf,-73Avgf
1988:10:05_21h:07m:13s,-108N,38S,-73Avg,-67Nf,76Sf,-71Avgf
1988:10:15_21h:07m:13s,-101N,53S,-77Avg,-65Nf,75Sf,-70Avgf
1988:10:25_21h:07m:13s,-102N,58S,-80Avg,-63Nf,74Sf,-68Avgf
1988:11:04_21h:07m:13s,-99N,57S,-78Avg,-61Nf,72Sf,-67Avgf
1988:11:14_21h:07m:13s,-92N,54S,-73Avg,-59Nf,71Sf,-65Avgf
1988:11:24_21h:07m:13s,-65N,67S,-66Avg,-57Nf,70Sf,-64Avgf
1988:12:04_21h:07m:13s,-63N,62S,-63Avg,-55Nf,69Sf,-62Avgf
1988:12:14_21h:07m:13s,-58N,62S,-60Avg,-53Nf,68Sf,-61Avgf
1988:12:24_21h:07m:13s,-16N,68S,-42Avg,-51Nf,66Sf,-59Avgf
1989:01:03_21h:07m:13s,3N,72S,-34Avg,-50Nf,65Sf,-57Avgf
1989:01:13_21h:07m:13s,26N,78S,-26Avg,-48Nf,64Sf,-56Avgf
1989:01:23_21h:07m:13s,6N,94S,-44Avg,-46Nf,62Sf,-54Avgf
1989:02:02_21h:07m:13s,12N,105S,-46Avg,-44Nf,61Sf,-53Avgf
1989:02:12_21h:07m:13s,-2N,99S,-50Avg,-43Nf,59Sf,-51Avgf
1989:02:22_21h:07m:13s,-22N,91S,-57Avg,-41Nf,58Sf,-50Avgf
1989:03:04_21h:07m:13s,-17N,94S,-56Avg,-40Nf,56Sf,-48Avgf
1989:03:14_21h:07m:13s,-2N,100S,-51Avg,-38Nf,55Sf,-46Avgf
1989:03:24_21h:07m:13s,19N,88S,-34Avg,-37Nf,53Sf,-45Avgf
1989:04:03_21h:07m:13s,31N,97S,-33Avg,-35Nf,51Sf,-43Avgf
1989:04:13_21h:07m:13s,33N,99S,-33Avg,-34Nf,49Sf,-42Avgf
1989:04:23_21h:07m:13s,35N,98S,-31Avg,-33Nf,48Sf,-40Avgf
1989:05:03_21h:07m:13s,7N,80S,-36Avg,-32Nf,46Sf,-39Avgf
1989:05:13_21h:07m:13s,-6N,69S,-37Avg,-30Nf,44Sf,-37Avgf
1989:05:23_21h:07m:13s,-34N,72S,-53Avg,-29Nf,42Sf,-36Avgf
1989:06:02_21h:07m:13s,-46N,36S,-41Avg,-28Nf,40Sf,-34Avgf
1989:06:12_21h:07m:13s,-39N,23S,-31Avg,-27Nf,38Sf,-33Avgf
1989:06:22_21h:07m:13s,-40N,27S,-33Avg,-26Nf,36Sf,-31Avgf
1989:07:02_21h:07m:13s,-42N,29S,-35Avg,-25Nf,34Sf,-30Avgf
1989:07:12_21h:07m:13s,-66N,23S,-44Avg,-24Nf,32Sf,-28Avgf
1989:07:22_21h:07m:13s,-71N,20S,-46Avg,-23Nf,30Sf,-27Avgf
1989:08:01_21h:07m:13s,-74N,10S,-42Avg,-22Nf,28Sf,-25Avgf
1989:08:11_21h:07m:13s,-66N,3S,-35Avg,-21Nf,26Sf,-24Avgf
1989:08:21_21h:07m:13s,-68N,-12S,-28Avg,-20Nf,24Sf,-22Avgf
1989:08:31_21h:07m:13s,-86N,-14S,-36Avg,-19Nf,22Sf,-21Avgf
1989:09:10_21h:07m:13s,-79N,-18S,-31Avg,-18Nf,20Sf,-19Avgf
1989:09:20_21h:07m:13s,-66N,-24S,-21Avg,-17Nf,18Sf,-18Avgf
1989:09:30_21h:07m:13s,-39N,-14S,-13Avg,-16Nf,17Sf,-16Avgf
1989:10:10_21h:07m:13s,-42N,-6S,-18Avg,-15Nf,15Sf,-15Avgf
1989:10:20_21h:07m:13s,-20N,-3S,-8Avg,-13Nf,13Sf,-13Avgf
1989:10:30_21h:07m:13s,-27N,-5S,-11Avg,-12Nf,12Sf,-12Avgf
1989:11:09_21h:07m:13s,-31N,-18S,-7Avg,-11Nf,10Sf,-10Avgf
1989:11:19_21h:07m:13s,-43N,-15S,-14Avg,-9Nf,9Sf,-9Avgf
1989:11:29_21h:07m:13s,-25N,-10S,-8Avg,-8Nf,7Sf,-8Avgf
1989:12:09_21h:07m:13s,-7N,13S,-10Avg,-6Nf,6Sf,-6Avgf
1989:12:19_21h:07m:13s,12N,3S,5Avg,-5Nf,5Sf,-5Avgf
1989:12:29_21h:07m:13s,32N,4S,14Avg,-3Nf,4Sf,-4Avgf
1990:01:08_21h:07m:13s,42N,6S,18Avg,-1Nf,4Sf,-3Avgf
1990:01:18_21h:07m:13s,5N,5S,0Avg,0Nf,3Sf,-1Avgf
1990:01:28_21h:07m:13s,41N,25S,8Avg,2Nf,3Sf,-0Avgf
1990:02:07_21h:07m:13s,57N,29S,14Avg,4Nf,3Sf,1Avgf
1990:02:17_21h:07m:13s,71N,34S,19Avg,6Nf,2Sf,2Avgf
1990:02:27_21h:07m:13s,78N,24S,27Avg,8Nf,2Sf,3Avgf
1990:03:09_21h:07m:13s,14N,20S,-3Avg,10Nf,3Sf,3Avgf
1990:03:19_21h:07m:13s,-12N,7S,-10Avg,11Nf,3Sf,4Avgf
1990:03:29_21h:07m:13s,1N,9S,-4Avg,13Nf,3Sf,5Avgf
1990:04:08_21h:07m:13s,17N,10S,4Avg,15Nf,4Sf,6Avgf
1990:04:18_21h:07m:13s,22N,15S,3Avg,17Nf,5Sf,6Avgf
1990:04:28_21h:07m:13s,33N,18S,7Avg,19Nf,5Sf,7Avgf
1990:05:08_21h:07m:13s,36N,23S,7Avg,20Nf,6Sf,7Avgf
1990:05:18_21h:07m:13s,45N,27S,9Avg,22Nf,7Sf,7Avgf
1990:05:28_21h:07m:13s,20N,22S,-1Avg,24Nf,8Sf,8Avgf
1990:06:07_21h:07m:13s,21N,24S,-1Avg,25Nf,9Sf,8Avgf
1990:06:17_21h:07m:13s,38N,16S,11Avg,26Nf,10Sf,8Avgf
1990:06:27_21h:07m:13s,19N,0S,10Avg,28Nf,11Sf,8Avgf
1990:07:07_21h:07m:13s,11N,-21S,16Avg,29Nf,12Sf,8Avgf
1990:07:17_21h:07m:13s,4N,-12S,8Avg,30Nf,13Sf,9Avgf
1990:07:27_21h:07m:13s,19N,-17S,18Avg,31Nf,14Sf,9Avgf
1990:08:06_21h:07m:13s,14N,3S,5Avg,32Nf,15Sf,9Avgf
1990:08:16_21h:07m:13s,19N,14S,3Avg,33Nf,16Sf,9Avgf
1990:08:26_21h:07m:13s,24N,23S,0Avg,34Nf,17Sf,9Avgf
1990:09:05_21h:07m:13s,29N,13S,8Avg,35Nf,17Sf,9Avgf
1990:09:15_21h:07m:13s,22N,-0S,11Avg,36Nf,18Sf,9Avgf
1990:09:25_21h:07m:13s,22N,-7S,14Avg,37Nf,18Sf,9Avgf
1990:10:05_21h:07m:13s,40N,19S,11Avg,37Nf,19Sf,9Avgf
1990:10:15_21h:07m:13s,40N,11S,14Avg,38Nf,19Sf,9Avgf
1990:10:25_21h:07m:13s,52N,11S,20Avg,39Nf,19Sf,10Avgf
1990:11:04_21h:07m:13s,48N,-4S,26Avg,39Nf,19Sf,10Avgf
1990:11:14_21h:07m:13s,57N,-6S,32Avg,40Nf,19Sf,10Avgf
1990:11:24_21h:07m:13s,46N,-13S,30Avg,40Nf,18Sf,11Avgf
1990:12:04_21h:07m:13s,47N,4S,21Avg,41Nf,18Sf,12Avgf
1990:12:14_21h:07m:13s,51N,14S,19Avg,41Nf,17Sf,12Avgf
1990:12:24_21h:07m:13s,46N,22S,12Avg,42Nf,16Sf,13Avgf
1991:01:03_21h:07m:13s,51N,28S,11Avg,43Nf,15Sf,14Avgf
1991:01:13_21h:07m:13s,48N,43S,3Avg,43Nf,14Sf,15Avgf
1991:01:23_21h:07m:13s,43N,43S,0Avg,44Nf,13Sf,16Avgf
1991:02:02_21h:07m:13s,43N,24S,10Avg,45Nf,11Sf,17Avgf
1991:02:12_21h:07m:13s,39N,31S,4Avg,46Nf,10Sf,18Avgf
1991:02:22_21h:07m:13s,47N,39S,4Avg,47Nf,8Sf,19Avgf
1991:03:04_21h:07m:13s,48N,42S,3Avg,48Nf,6Sf,21Avgf
1991:03:14_21h:07m:13s,52N,32S,10Avg,49Nf,4Sf,22Avgf
1991:03:24_21h:07m:13s,35N,15S,10Avg,50Nf,2Sf,24Avgf
1991:04:03_21h:07m:13s,33N,8S,13Avg,51Nf,-1Sf,26Avgf
1991:04:13_21h:07m:13s,32N,8S,12Avg,52Nf,-3Sf,28Avgf
1991:04:23_21h:07m:13s,35N,12S,12Avg,53Nf,-6Sf,29Avgf
1991:05:03_21h:07m:13s,31N,13S,9Avg,54Nf,-8Sf,31Avgf
1991:05:13_21h:07m:13s,45N,6S,20Avg,56Nf,-11Sf,33Avgf
1991:05:23_21h:07m:13s,50N,2S,24Avg,57Nf,-14Sf,35Avgf
1991:06:02_21h:07m:13s,52N,-3S,28Avg,58Nf,-17Sf,37Avgf
1991:06:12_21h:07m:13s,57N,-10S,33Avg,60Nf,-20Sf,40Avgf
1991:06:22_21h:07m:13s,63N,-22S,42Avg,61Nf,-23Sf,42Avgf
1991:07:02_21h:07m:13s,74N,-24S,49Avg,62Nf,-26Sf,44Avgf
1991:07:12_21h:07m:13s,73N,-38S,56Avg,64Nf,-29Sf,46Avgf
1991:07:22_21h:07m:13s,75N,-44S,60Avg,65Nf,-32Sf,48Avgf
1991:08:01_21h:07m:13s,70N,-57S,64Avg,67Nf,-35Sf,51Avgf
1991:08:11_21h:07m:13s,77N,-57S,67Avg,68Nf,-38Sf,53Avgf
1991:08:21_21h:07m:13s,72N,-53S,63Avg,70Nf,-41Sf,55Avgf
1991:08:31_21h:07m:13s,76N,-70S,73Avg,71Nf,-43Sf,57Avgf
1991:09:10_21h:07m:13s,72N,-81S,77Avg,73Nf,-46Sf,60Avgf
1991:09:20_21h:07m:13s,66N,-82S,74Avg,74Nf,-49Sf,62Avgf
1991:09:30_21h:07m:13s,69N,-88S,78Avg,76Nf,-52Sf,64Avgf
1991:10:10_21h:07m:13s,74N,-85S,79Avg,77Nf,-55Sf,66Avgf
1991:10:20_21h:07m:13s,82N,-84S,83Avg,79Nf,-57Sf,68Avgf
1991:10:30_21h:07m:13s,86N,-84S,85Avg,80Nf,-60Sf,70Avgf
1991:11:09_21h:07m:13s,82N,-80S,81Avg,82Nf,-63Sf,72Avgf
1991:11:19_21h:07m:13s,81N,-80S,80Avg,83Nf,-65Sf,74Avgf
1991:11:29_21h:07m:13s,96N,-66S,81Avg,85Nf,-67Sf,76Avgf
1991:12:09_21h:07m:13s,98N,-70S,84Avg,86Nf,-70Sf,78Avgf
1991:12:19_21h:07m:13s,112N,-82S,97Avg,87Nf,-72Sf,80Avgf
1991:12:29_21h:07m:13s,102N,-69S,86Avg,89Nf,-74Sf,81Avgf
1992:01:08_21h:07m:13s,100N,-72S,86Avg,90Nf,-76Sf,83Avgf
1992:01:18_21h:07m:13s,102N,-67S,84Avg,91Nf,-78Sf,84Avgf
1992:01:28_21h:07m:13s,82N,-71S,77Avg,92Nf,-80Sf,86Avgf
1992:02:07_21h:07m:13s,70N,-63S,67Avg,93Nf,-82Sf,87Avgf
1992:02:17_21h:07m:13s,66N,-90S,78Avg,94Nf,-84Sf,89Avgf
1992:02:27_21h:07m:13s,67N,-87S,77Avg,95Nf,-85Sf,90Avgf
1992:03:08_21h:07m:13s,78N,-82S,80Avg,96Nf,-87Sf,91Avgf
1992:03:18_21h:07m:13s,92N,-75S,84Avg,96Nf,-89Sf,93Avgf
1992:03:28_21h:07m:13s,92N,-74S,83Avg,97Nf,-91Sf,94Avgf
1992:04:07_21h:07m:13s,86N,-77S,82Avg,97Nf,-92Sf,95Avgf
1992:04:17_21h:07m:13s,83N,-77S,80Avg,98Nf,-94Sf,96Avgf
1992:04:27_21h:07m:13s,76N,-83S,80Avg,98Nf,-96Sf,97Avgf
1992:05:07_21h:07m:13s,85N,-93S,89Avg,98Nf,-97Sf,98Avgf
1992:05:17_21h:07m:13s,92N,-91S,91Avg,98Nf,-99Sf,99Avgf
1992:05:27_21h:07m:13s,101N,-99S,100Avg,98Nf,-101Sf,99Avgf
1992:06:06_21h:07m:13s,101N,-94S,97Avg,98Nf,-103Sf,100Avgf
1992:06:16_21h:07m:13s,99N,-95S,97Avg,97Nf,-104Sf,101Avgf
1992:06:26_21h:07m:13s,108N,-87S,98Avg,97Nf,-106Sf,102Avgf
1992:07:06_21h:07m:13s,108N,-74S,91Avg,97Nf,-108Sf,102Avgf
1992:07:16_21h:07m:13s,111N,-94S,103Avg,96Nf,-109Sf,103Avgf
1992:07:26_21h:07m:13s,109N,-103S,106Avg,96Nf,-111Sf,103Avgf
1992:08:05_21h:07m:13s,107N,-115S,111Avg,95Nf,-113Sf,104Avgf
1992:08:15_21h:07m:13s,98N,-116S,107Avg,94Nf,-114Sf,104Avgf
1992:08:25_21h:07m:13s,101N,-107S,104Avg,93Nf,-116Sf,105Avgf
1992:09:04_21h:07m:13s,116N,-108S,112Avg,93Nf,-117Sf,105Avgf
1992:09:14_21h:07m:13s,125N,-112S,118Avg,92Nf,-119Sf,105Avgf
1992:09:24_21h:07m:13s,126N,-116S,121Avg,91Nf,-120Sf,105Avgf
1992:10:04_21h:07m:13s,119N,-123S,121Avg,90Nf,-121Sf,106Avgf
1992:10:14_21h:07m:13s,114N,-121S,118Avg,89Nf,-123Sf,106Avgf
1992:10:24_21h:07m:13s,105N,-121S,113Avg,88Nf,-124Sf,106Avgf
1992:11:03_21h:07m:13s,102N,-112S,107Avg,87Nf,-125Sf,106Avgf
1992:11:13_21h:07m:13s,96N,-115S,105Avg,86Nf,-126Sf,106Avgf
1992:11:23_21h:07m:13s,94N,-117S,106Avg,85Nf,-127Sf,106Avgf
